sale_id,sales_amount,product_category,product_name,location_id,date,customer_id
264741,380.810106119409,Beauty,Soapy Soles,1724,2022-11-16,7765
264742,191.03285214654855,Baby,Philips Avent BPA Free Classic Bottle to First Cup Trainer,1273,2022-11-16,3838
264743,253.07263227761499,Major Appliances,NEW PART 279816 3390291 3977394 3392519 CLOTHES DRYER THERMAL CUT-OUT KIT FOR WHIRLPOOL KENMORE SEARS ROPER ADMIRAL AND MAYTAG,3403,2022-11-16,23779
264744,671.3192143295663,Apparel,X-Label Boy's 1/4 Zip Rib Newcastle Sweater,1550,2022-11-16,35831
264745,645.390662879179,Furniture,"12"" Memory Foam Mattress with 3"" Memory Foam + 3"" Air Flow Cool Foam with Pressure Relief System",2057,2022-11-16,2514
264746,171.09680445879675,Beauty,"GHP Nail Systems Haute Polish Kit, Classic Red, 1-Count",3460,2022-11-16,21306
264747,846.9755899861822,Outdoors,SIGMA KARMA PRO LED Bicycle Light,1508,2022-11-16,48672
264748,806.1201433508007,Books,Longman Dictionary of Contemporary English,3104,2022-11-16,47428
264749,414.68538851162697,Electronics,"Skullcandy Smokin' Buds 2 Earbuds with Mic Tortoise/Black, One Size",2030,2022-11-16,25123
264750,940.4697224481491,Health & Personal Care,"Systane Eye Drops, 0.33 Ounce",3174,2022-11-16,47224
264751,488.58929275077537,PC,SAVEICON Hybrid PU leather Folio Case Cover for Apple New iPad Mini / Mini Retina / Mini 3 Case (Released 2014) 7.9 Inch Wifi 3G 4G LTE with Built-in Stand and Card Slots Auto Wake / Sleep Smart Cover Book Shell Stand,3131,2022-11-16,22079
264752,246.98404130429506,Automotive,"WeatherTech  82457  Custom Fit Front & Rear Side Window Deflectors for GMC Acadia, Dark Smoke",1238,2022-11-16,10958
264753,53.016177916613174,Books,Elvis and Nixon,2800,2022-11-16,9551
264754,890.6411933126681,Furniture,Safavieh Lyndhurst Collection LNH212A Traditional Oriental Black and Ivory Area Rug,3520,2022-11-16,28109
264755,788.4263379519144,Beauty,Just For Men Brush-In Color Mustache & Beard - Darkest Brown,2204,2022-11-16,1011
264756,166.13463840666375,Major Appliances,"LG WT4870 4.5 Cu. Ft. Ultra Large Capacity Top Load Washer Featuring Powerful StainCare Te,",2361,2022-11-16,8706
264757,353.1670168237604,Apparel,DressForLess Ivory Bodice and Organza Skirt Flower Girl Dress,1978,2022-11-16,1465
264758,918.3461721860722,Beauty,"Mica Beauty 24-Hour Lip Balm ""Natural"" - 05",2767,2022-11-16,29220
264759,620.3113312153024,Digital_Ebook_Purchase,Children's Bible Comic Book Kings and prophets,1607,2022-11-16,45090
264760,656.0238447173259,Digital_Video_Download,Despicable Me 2,2470,2022-11-16,1147
264761,36.95046122726863,Beauty,Schmidt's Natural Deodorant,1640,2022-11-16,242
264762,299.7462796687218,Health & Personal Care,"Safe, Fast Weight Loss Diet Drops, 2 Ounces, Includes E-book and Weight-loss Recipes",1528,2022-11-16,2630
264763,204.10235743154007,Health & Personal Care,Veggie Krunch Sweet Onion 2 Ounces (Case of 12),2313,2022-11-16,40385
264764,971.995358098258,Books,Marguerite Duras: A Life,2582,2022-11-16,8402
264765,549.7177174146983,Health & Personal Care,"Florastor - 50 count, 250mg",1472,2022-11-16,19782
264766,853.3982882389829,Digital_Video_Games,Darkspore [Download],1221,2022-11-16,18394
264767,127.16019185351898,Musical Instruments,Sennheiser HD25-1 II Closed-Back Headphones,3010,2022-11-16,40622
264768,211.09216321442238,Beauty,"China Glaze Nail Lacquer, Mimosa's Before Mani's, 0.5 Fluid Ounce",2079,2022-11-16,16874
264769,135.53272462859474,Camera,Canon XH-A1S 3CCD HDV High Definition Professional Camcorder with 20x HD Video Zoom Lens III (Discontinued by Manufacturer),2779,2022-11-16,28577
