product_category,total_sales,total_transactions
Apparel,165087.05372885198,316
Automotive,103200.50711557569,204
Baby,92346.13512200039,185
Beauty,100602.46479790809,209
Books,103243.07541634812,192
Camera,88718.59821114798,170
Digital_Ebook_Purchase,116141.37191930682,233
Digital_Music_Purchase,127560.07844869909,244
Digital_Software,59351.38035648607,113
Digital_Video_Download,87754.48673011769,166
Digital_Video_Games,98972.52637918979,193
Electronics,90182.61376390643,186
Furniture,85907.10359599056,168
Gift Card,20265.003874631162,35
Grocery,101391.30973245863,208
Health & Personal Care,108439.27852757265,208
Home Entertainment,573.2888657241087,1
Major Appliances,105390.82099979893,224
Mobile_Apps,84827.13494028807,162
Mobile_Electronics,71115.54170170265,153
Music,94890.47683694251,191
Musical Instruments,94377.73937055805,185
Office Products,100253.06991432395,201
Outdoors,90304.87584288676,188
PC,106711.61796723571,211
Video DVD,18185.2010608476,41
