product_category,total_sales,total_transactions
Apparel,184070.68808952553,371
Automotive,110858.17450516476,214
Baby,97522.06641283972,185
Beauty,99926.5811339207,210
Books,115061.15973154403,212
Camera,96174.62333463535,179
Digital_Ebook_Purchase,121414.68597771585,240
Digital_Music_Purchase,106731.79772839777,200
Digital_Software,61638.76682406198,126
Digital_Video_Download,66827.40402702651,143
Digital_Video_Games,74764.92989893907,157
Electronics,75853.11131627465,156
Furniture,92988.86853567637,183
Gift Card,18082.91020273199,36
Grocery,110732.3711805704,215
Health & Personal Care,120387.58813606812,225
Major Appliances,127121.15079654465,255
Mobile_Apps,85607.52363857697,170
Mobile_Electronics,76937.88389241211,159
Music,92770.69018529665,190
Musical Instruments,97513.87509380074,197
Office Products,125477.14874005436,257
Outdoors,91857.20691748166,184
PC,99025.8728723578,197
Toys,2229.791658301621,5
Video DVD,16441.760074764432,33
Wireless,2087.0419436891953,4
