product_category,total_sales,total_transactions
Apparel,174730.41878109376,336
Automotive,101431.75091110523,195
Baby,104200.40800295657,205
Beauty,99665.263942792,190
Books,99805.48482581567,204
Camera,82370.44259666257,157
Digital_Ebook_Purchase,123185.50361852889,236
Digital_Music_Purchase,93095.34554205583,187
Digital_Software,50509.26155950801,98
Digital_Video_Download,76428.1801856517,146
Digital_Video_Games,87748.96839023982,169
Electronics,100313.3540980177,198
Furniture,83679.67439125781,164
Gift Card,22974.942870531922,39
Grocery,80567.40322018953,164
Health & Personal Care,85269.3085751706,178
Major Appliances,119919.94943704872,244
Mobile_Apps,78943.02270277482,158
Mobile_Electronics,73259.04644904746,151
Music,94103.4496659093,187
Musical Instruments,98276.33942772668,185
Office Products,101883.78605158515,202
Outdoors,94529.66503983094,180
PC,95518.86968307159,189
Toys,63.40637662598064,1
Video DVD,13246.216737872795,24
