product_category,total_sales,total_transactions
Apparel,156982.84976868468,308
Automotive,111217.26354928805,232
Baby,92639.22588057838,181
Beauty,101872.81750485914,211
Books,115741.14413479427,227
Camera,88212.96671587866,174
Digital_Ebook_Purchase,105323.91860348874,212
Digital_Music_Purchase,105355.77991267826,204
Digital_Software,71752.05655112585,137
Digital_Video_Download,75880.56037361996,156
Digital_Video_Games,89122.95377716671,191
Electronics,91394.4721172234,188
Furniture,90884.9720066317,176
Gift Card,15685.948797455325,30
Grocery,105176.812264563,211
Health & Personal Care,97863.88653010452,199
Major Appliances,122468.65240589106,247
Mobile_Apps,75624.92949260508,148
Mobile_Electronics,75727.8793368477,145
Music,98746.8137714631,198
Musical Instruments,81819.33342872195,171
Office Products,100580.01856439436,194
Outdoors,91690.85751728593,180
PC,97160.30328152941,179
Video DVD,15279.018384445299,29
Wireless,368.822492218703,2
