product_category,total_sales,total_transactions
Apparel,173710.05462465028,352
Automotive,109116.16915163664,222
Baby,94834.3070567296,179
Beauty,116412.69740333235,223
Books,114128.4395850234,220
Camera,105283.2586546649,207
Digital_Ebook_Purchase,118912.77579284999,232
Digital_Music_Purchase,94345.5394823857,187
Digital_Software,51906.31453071153,114
Digital_Video_Download,73911.81847642858,152
Digital_Video_Games,100931.70220614671,198
Electronics,92946.63099749027,176
Furniture,88085.36893023983,179
Gift Card,13517.428076854809,32
Grocery,97170.21464487255,185
Health & Personal Care,100538.91254577925,206
Major Appliances,133105.38843125658,265
Mobile_Apps,89106.92517322538,183
Mobile_Electronics,82269.1455811916,159
Music,103421.82111549875,211
Musical Instruments,93081.73656002931,185
Office Products,94799.49309524157,194
Outdoors,99116.61043426012,209
PC,95967.67359502308,179
Shoes,263.72386380411984,1
Toys,1379.5472891951176,2
Video DVD,15164.269227951761,26
Wireless,255.88438088959424,1
