product_category,total_sales,total_transactions
Apparel,161487.64923375248,329
Automotive,96659.62165720983,199
Baby,95889.1049698093,194
Beauty,108757.68807862623,207
Books,114414.5959750501,229
Camera,97535.68981605447,177
Digital_Ebook_Purchase,115462.29557407454,237
Digital_Music_Purchase,94095.42106791449,175
Digital_Software,63408.3367234948,127
Digital_Video_Download,84411.63533167804,157
Digital_Video_Games,85385.16950135995,172
Electronics,98564.41256460469,191
Furniture,81103.44488925704,159
Gift Card,23473.600811662705,46
Grocery,95154.15500113211,184
Health & Personal Care,94362.16430055191,187
Major Appliances,118812.28031099704,231
Mobile_Apps,77409.45344385297,152
Mobile_Electronics,72532.7427952406,158
Music,92452.95214612997,192
Musical Instruments,84314.88479065527,184
Office Products,90015.19703360455,172
Outdoors,102112.67024993875,192
PC,97192.58577645966,198
Video DVD,15242.492645709002,32
