product_category,total_sales,total_transactions
Apparel,169523.79779131192,317
Automotive,98620.63564074515,199
Baby,93954.19869072619,188
Beauty,118442.52150532661,227
Books,115567.62610974355,227
Camera,86689.88612360824,181
Digital_Ebook_Purchase,114567.44678552942,242
Digital_Music_Purchase,99988.81437097969,196
Digital_Software,69821.98266716908,129
Digital_Video_Download,78345.30565155142,159
Digital_Video_Games,83433.50245149517,164
Electronics,75863.43621147997,175
Furniture,95703.14532029683,184
Gift Card,13461.030244943508,26
Grocery,90931.74091568141,176
Health & Personal Care,88577.20143959162,182
Major Appliances,125174.03481297017,259
Mobile_Apps,77521.9060562022,156
Mobile_Electronics,70257.61302921768,152
Music,109513.84493700688,213
Musical Instruments,94063.01428001068,182
Office Products,91676.52755496843,182
Outdoors,92726.27945146966,181
PC,93326.91638391874,179
Toys,966.6128588777317,3
Video DVD,16589.18094764559,32
