product_category,total_sales,total_transactions
Apparel,152482.95122130812,297
Automotive,98103.40750268969,188
Baby,97580.00172364224,205
Beauty,110539.28780448876,209
Books,124476.76457453959,242
Camera,80024.00754761203,147
Digital_Ebook_Purchase,112261.90715892108,224
Digital_Music_Purchase,108453.41029223338,202
Digital_Software,56196.263529842116,108
Digital_Video_Download,72621.88916715553,151
Digital_Video_Games,91664.45101371866,172
Electronics,90303.49746434034,170
Furniture,87288.53731256769,166
Gift Card,15101.004866770036,25
Grocery,89556.93401308109,180
Health & Personal Care,102258.0501675331,197
Major Appliances,118543.39386669091,226
Mobile_Apps,79165.26725861219,151
Mobile_Electronics,80489.0391179287,154
Music,95895.87196778378,191
Musical Instruments,93860.11486893673,170
Office Products,98560.93996409854,187
Outdoors,88205.89989914665,177
PC,104067.65117692082,206
Toys,892.6901121624999,1
Video DVD,13106.01475227696,26
