product_category,total_sales,total_transactions
Apparel,146301.00677917906,294
Automotive,90520.26679394444,185
Baby,88873.9386720989,173
Beauty,103777.53796188308,199
Books,96810.20711712631,198
Camera,89267.32649861347,173
Digital_Ebook_Purchase,108413.46733178428,205
Digital_Music_Purchase,92299.97202765569,178
Digital_Software,58289.1088594771,115
Digital_Video_Download,72711.93196799533,146
Digital_Video_Games,81162.3494706798,150
Electronics,95077.09621509757,185
Furniture,88745.0676090236,183
Gift Card,16678.920316876804,43
Grocery,94037.34543256677,193
Health & Personal Care,99613.69521489102,182
Major Appliances,113394.32070258232,216
Mobile_Apps,84369.01073603427,152
Mobile_Electronics,84552.31227403038,166
Music,84496.89584102835,171
Musical Instruments,96034.44630605176,186
Office Products,90738.26337438088,178
Outdoors,83537.9460626678,176
PC,86985.70913853115,171
Shoes,1032.9611311643628,2
Video DVD,11789.814557658781,23
