product_category,total_sales,total_transactions
Apparel,152377.13782269263,292
Automotive,98508.5370216583,197
Baby,90121.55650915265,174
Beauty,89921.81154594143,180
Books,99643.39540294751,200
Camera,89509.70350524626,181
Digital_Ebook_Purchase,116083.15073656729,231
Digital_Music_Purchase,84660.7778450034,173
Digital_Software,50535.29712364806,104
Digital_Video_Download,72139.34704134746,133
Digital_Video_Games,71301.21261465098,148
Electronics,74994.71105083647,150
Furniture,89917.10811784813,168
Gift Card,16536.45023476555,32
Grocery,95496.99901104713,186
Health & Personal Care,116903.0728938793,226
Major Appliances,103670.0487296829,205
Mobile_Apps,75836.10962103997,166
Mobile_Electronics,73026.8355580414,144
Music,92216.25265653148,184
Musical Instruments,88215.85199225946,178
Office Products,102818.66567151817,194
Outdoors,77774.69577346058,158
PC,90623.61644002797,181
Toys,808.7200273661457,1
Video DVD,9779.109817792074,18
