product_category,total_sales,total_transactions
Apparel,163356.67510370884,318
Automotive,94904.4755521634,193
Baby,84173.39992771822,174
Beauty,106945.11499849375,210
Books,118085.55510293736,242
Camera,85754.4282481102,188
Digital_Ebook_Purchase,121405.56015722868,243
Digital_Music_Purchase,112657.42304064665,224
Digital_Software,45169.350074139176,101
Digital_Video_Download,85557.47281044659,173
Digital_Video_Games,96204.61635426215,173
Electronics,86746.45199644657,173
Furniture,85285.53061102613,184
Gift Card,23536.705245948586,48
Grocery,102499.60465945902,198
Health & Personal Care,120174.53345481306,222
Major Appliances,119467.29054531666,235
Mobile_Apps,73369.10451904045,158
Mobile_Electronics,84123.32066355439,155
Music,99201.01794524086,189
Musical Instruments,94395.44801401554,193
Office Products,104407.45904700355,224
Outdoors,98641.6072721771,205
PC,96508.08364643826,199
Toys,351.04996322615995,2
Video DVD,6742.080942198049,11
