product_category,total_sales,total_transactions
Apparel,175652.13551556427,357
Automotive,100751.90390248298,200
Baby,94644.22356371001,182
Beauty,96549.73372918763,190
Books,109770.3369934494,221
Camera,100851.631288155,201
Digital_Ebook_Purchase,99729.42601291809,203
Digital_Music_Purchase,97063.37725387797,201
Digital_Software,56007.82971661171,109
Digital_Video_Download,85503.5944532659,163
Digital_Video_Games,86031.40549738999,173
Electronics,81482.91872518469,176
Furniture,94823.6878363724,182
Gift Card,22333.37167041447,39
Grocery,88866.4441736869,193
Health & Personal Care,102658.12669953599,201
Major Appliances,126069.40652797998,263
Mobile_Apps,82603.0440842833,167
Mobile_Electronics,92681.31249986868,186
Music,90474.99520797069,180
Musical Instruments,91886.14081916981,188
Office Products,98825.77561151407,199
Outdoors,108187.3813488017,216
PC,103616.49091368842,205
Shoes,18.23306068947853,1
Toys,543.7560202770214,1
Video DVD,10166.487293324597,22
Wireless,474.4738177674209,1
