product_category,total_sales,total_transactions
Apparel,177716.09283825176,342
Automotive,101077.24925218496,192
Baby,99374.54810889432,189
Beauty,96173.57999210992,189
Books,102685.51064898421,210
Camera,81903.72013431463,166
Digital_Ebook_Purchase,101833.08933258479,203
Digital_Music_Purchase,99081.58653782812,193
Digital_Software,46948.542785025216,103
Digital_Video_Download,83061.63148658331,161
Digital_Video_Games,91175.30511364712,167
Electronics,97056.83286964428,196
Furniture,80991.17000005263,162
Gift Card,20839.50348437089,43
Grocery,104422.8235398004,210
Health & Personal Care,91287.91272358168,179
Major Appliances,118410.06108767993,242
Mobile_Apps,79635.68619009122,167
Mobile_Electronics,62828.10466394693,130
Music,95116.65097867326,190
Musical Instruments,82682.03988152396,173
Office Products,102524.74214148847,203
Outdoors,103498.2187023015,207
PC,93738.89622989604,187
Toys,550.7512436011955,1
Video DVD,9286.220378734053,20
