product_category,total_sales,total_transactions
Apparel,179402.36594268103,355
Automotive,98565.32123742402,198
Baby,88013.86349130938,164
Beauty,106954.36676405792,203
Books,125435.99760555339,234
Camera,102883.61299239185,195
Digital_Ebook_Purchase,134156.4331167623,245
Digital_Music_Purchase,111806.80732920884,220
Digital_Software,69061.40475162536,126
Digital_Video_Download,74603.59424455537,152
Digital_Video_Games,83697.84669997226,175
Electronics,96879.65044230099,193
Furniture,99850.73967787332,178
Gift Card,14747.612963221696,31
Grocery,108597.54966870628,218
Health & Personal Care,111581.97732794133,216
Major Appliances,123761.48429741639,254
Mobile_Apps,80066.43947285076,153
Mobile_Electronics,76109.27385136588,145
Music,96122.05726202477,189
Musical Instruments,88858.25367639128,187
Office Products,94993.28231327633,182
Outdoors,102356.90350845111,210
PC,93904.55993753017,184
Video DVD,10767.984073349471,21
