product_category,total_sales,total_transactions
Apparel,166723.12920982728,340
Automotive,105725.7084111155,210
Baby,101736.38047960523,211
Beauty,92707.83790772568,184
Books,87819.63054377299,189
Camera,93732.49744705088,183
Digital_Ebook_Purchase,124256.52821525626,252
Digital_Music_Purchase,86349.09421432634,183
Digital_Software,55069.4657980615,111
Digital_Video_Download,95228.51762601825,165
Digital_Video_Games,88553.89086643627,169
Electronics,95258.61662076286,180
Furniture,98534.82389144223,184
Gift Card,16726.52906346885,40
Grocery,97918.6952728082,207
Health & Personal Care,101947.54064836608,209
Major Appliances,121642.5278496272,242
Mobile_Apps,81456.19090740757,161
Mobile_Electronics,73895.69327609011,150
Music,105401.6212751433,210
Musical Instruments,105202.40773162506,199
Office Products,100118.55874135981,212
Outdoors,88387.18807502475,183
PC,90575.52311382869,167
Toys,1155.3348265469208,3
Video DVD,8660.196950656835,14
Wireless,314.86493159729315,2
