product_category,total_sales,total_transactions
Apparel,173013.17792015328,335
Automotive,108622.29789698278,217
Baby,102314.68759192995,195
Beauty,95359.74748908922,191
Books,112212.62533917661,216
Camera,76013.31789467979,166
Digital_Ebook_Purchase,116376.54236142058,243
Digital_Music_Purchase,104473.19063479341,205
Digital_Software,56170.90831621965,112
Digital_Video_Download,76684.96751711777,158
Digital_Video_Games,79877.74228662149,169
Electronics,85493.35828334016,169
Furniture,108462.54491529326,197
Gift Card,15950.07330069562,32
Grocery,90932.6256969738,189
Health & Personal Care,98527.95437645236,199
Major Appliances,137778.53266134305,261
Mobile_Apps,87154.93131467162,174
Mobile_Electronics,74578.2627212223,143
Music,91669.87865745823,194
Musical Instruments,109935.5025190059,214
Office Products,108982.48653962987,215
Outdoors,92676.9182849374,189
PC,102091.63436036959,205
Toys,3013.3227931234137,5
Video DVD,11384.037870040915,25
