product_category,total_sales,total_transactions
Apparel,161864.30318361812,322
Automotive,91389.37992990289,183
Baby,82499.71666480108,170
Beauty,93577.31919583991,187
Books,98295.44334709694,206
Camera,87673.8750816843,176
Digital_Ebook_Purchase,116492.14822205453,221
Digital_Music_Purchase,102702.36331439976,205
Digital_Software,59851.07848808101,112
Digital_Video_Download,70191.97250748394,134
Digital_Video_Games,82977.35479683912,165
Electronics,84674.61972180648,173
Furniture,107244.14286797024,203
Gift Card,22159.63880161103,40
Grocery,90804.21195965681,177
Health & Personal Care,98760.2153718619,194
Major Appliances,121412.6380493215,243
Mobile_Apps,65131.91792307132,124
Mobile_Electronics,68892.1802379842,135
Music,101855.30224869735,190
Musical Instruments,86074.70851246991,174
Office Products,92710.8237886912,190
Outdoors,106705.91730561918,197
PC,103713.86132438066,197
Video DVD,14868.079657479273,33
Wireless,493.837019084748,1
