sale_id,sales_amount,product_category,product_name,location_id,date,customer_id
246305,200.53550421707635,Books,The Hungry Ocean: A Swordboat Captain's Journey,1852,2022-07-12,23448
246306,566.0588701918521,Digital_Music_Purchase,Born This Way,1408,2022-07-12,14283
246307,132.04090571298187,Books,"The Laws of the Sun: The Spiritual Laws and History Governing Past, Present, and Future",3549,2022-07-12,3454
246308,136.8950423021612,Apparel,Jollychic Womens Gathered Long A-Line Skirt,3273,2022-07-12,37996
246309,481.1595905352107,Electronics,Swift Mount SWIFT240-AP Full Motion TV Wall Mount/0-32 - Black,2655,2022-07-12,19385
246310,263.7161178811099,Music,I've Forgotten How You Feel,1746,2022-07-12,7062
246311,940.797655906632,Office Products,HP 564XL/564 High-Yield Black and Standard C/M/Y Color Ink Cartridges Combo 4-Pack,1055,2022-07-12,18495
246312,453.56188776706205,Digital_Music_Purchase,Join Us,1311,2022-07-12,30978
246313,339.26110447240603,PC,Pwr+ 65W 90W Charger for Hp-Pavilion Sleekbook 14 15 Battery Ac Adapter Laptop: Extra Long 12 Ft Power Supply Cord ! Check Connector Photo !,2042,2022-07-12,46606
246314,712.7285606058836,Digital_Video_Games,SimCity Amusement Park Pack [Online Game Code],2556,2022-07-12,9427
246315,783.764638407036,Automotive,TIME-SERT 1/4 - 20 SAE Thread Repair Kit,2028,2022-07-12,6375
246316,626.7113451060652,Digital_Music_Purchase,Majolika Lounge,3240,2022-07-12,42360
246317,578.4898355503768,Books,A Darkness More Than Night,1209,2022-07-12,23090
246318,564.0809340062203,PC,IMUSIC Blue G4000 Professional 3.5mm PC Gaming Stereo Noise Canelling Headset Headphone Earphones with Volume Control Microphone HiFi Driver For Laptop Computer,3236,2022-07-12,3314
246319,405.45841024418434,Music,Lucy Pearl,1905,2022-07-12,276
246320,743.0050822290375,Books,"Technology, Humans, and Society: Toward a Sustainable World",3411,2022-07-12,29290
246321,386.30915483021164,Camera,Samsung H200 Full HD Camcorder with 20x Optical Zoom (Black) (Discontinued by Manufacturer),2548,2022-07-12,37091
246322,167.63598103325174,Health & Personal Care,"Medline Remedy Antifungal Powder, White",2865,2022-07-12,13270
246323,607.0004496047047,Digital_Ebook_Purchase,Monster,3234,2022-07-12,22177
246324,845.8933971366707,Electronics,Vizio 12ft High Speed HDMI Cable - Extreme Slim Series XCH512,2849,2022-07-12,11140
246325,849.4576787487159,Books,A Professional Series Approach: Excel 2000 Level 1 Core Student Edition (Professional Approach Series),3238,2022-07-12,30764
246326,670.68736758917,Beauty,L'instant De Guerlain By Guerlain For Men. Eau De Toilette Spray 2.5 Ounces,2403,2022-07-12,48832
246327,149.9319448547604,Mobile_Apps,"Cars, Trucks & Community Vehicles - Puzzle for Kids",1888,2022-07-12,29168
