sale_id,sales_amount,product_category,product_name,location_id,date,customer_id
212974,365.13280703669193,Office Products,Cordless Handsets 4,2121,2021-12-02,23361
212975,747.6753346483439,Major Appliances,8557857: Lint Screen for Whirlpool Made In USA,2492,2021-12-02,14441
212976,417.0820873384804,Mobile_Electronics,Everydaysource® GEL TPU Rubber Silicone Case Skin COVER PROTECTOR Compatible With iPod®TOUCH 2ND 3rd Gen 3G,3171,2021-12-02,24087
212977,86.28135932894608,Grocery,Fray Bentos Just Steak Pie 475g,1126,2021-12-02,48750
212978,446.6824515788295,Outdoors,Pearl iZUMi Attack Cushion Low Sock 3-Pk,2362,2021-12-02,25061
212979,381.1641986613681,Beauty,FREUDEWOOD&#8482;Natural Sandle Wood Wide Tooth Wood Comb Horn Tooth,2476,2021-12-02,15296
212980,572.7835461143135,Mobile_Apps,Call of Mini: Zombies(Kindle Tablet Edition),1197,2021-12-02,24773
212981,284.0872416114621,Apparel,QinYing Women Black Classic Patterns Underbust Corset Top,2240,2021-12-02,36008
212982,689.4399430093002,Camera,"Bower SFD35N Digital Autofocus Flash for Nikon D2X/200/3X/40X/50/60/70/80/90/5000/5100/700/7000, Digital SLR Cameras",2087,2021-12-02,34138
212983,63.524157488444985,Apparel,She Squats Clothing Hakuna Masquata Grey Tank Top (Small),2469,2021-12-02,21767
212984,283.14617524825223,Digital_Music_Purchase,Quickie,1491,2021-12-02,33977
212985,808.6433238112221,Digital_Music_Purchase,The Wexford Carol,1016,2021-12-02,42434
212986,790.6683748203458,Apparel,"Women's Scrub Set, Assorted Colors, XXS-5X, Plus Sizes Available",1449,2021-12-02,23065
212987,503.92084262013765,Major Appliances,"Keystone KSTRC312BB Energy Star Compact 2-Door Refrigerator/Freezer, 3.1 Cubic Feet, Black",3207,2021-12-02,34890
212988,262.57192526165795,Grocery,"Campbell's Slow Cooker Sauces, 13 Ounce (Pack of 6)",1262,2021-12-02,18234
212989,588.7959187447735,Grocery,EZ-Sweetz (2-Pack 1.36oz - Liquid De-Bittered Stevia Sweetener 300 Servings/Bottle),1926,2021-12-02,10903
212990,593.2130966905862,Music,Gloria,2303,2021-12-02,28901
212991,378.37308810334883,Digital_Ebook_Purchase,Kidnapped by the Cartel: A Novel Inspired by a True Story,3383,2021-12-02,9975
212992,330.4915448534057,Office Products,"VELCRO Brand - ONE-WRAP Cable Management, Thin Self-Gripping Cable Ties: Reusable, Light Duty - 8"" x 1/2"" Ties, 25 Ct. - Black",3090,2021-12-02,29283
212993,832.8704731096467,Digital_Music_Purchase,Dragon Age: Origins,3477,2021-12-02,46599
212994,225.20130825760006,Major Appliances,GE WHRE5550KWW 27 4.1 cu. ft. Top-Load Washer - White,2779,2021-12-02,8341
212995,396.44930402304874,Health & Personal Care,Capsiplex Natural Appetite Suppressant & Diet and Weight Loss Supplement - 90 Capsules,2718,2021-12-02,16252
212996,179.36576515414848,Grocery,"Angelino's Coffee Variety Pack for Keurig K-cup Brewers, 50ct or 100ct Single Cup Sampler for Keurig Kcup Brewers, 12 Assorted Types",1157,2021-12-02,47657
212997,859.7867337886795,Beauty,Frownies Forehead and Between Eyes Patches 144-ct,1128,2021-12-02,12286
212998,104.89047014032467,Apparel,PaperMoon Women's Plus Size Plain Elasticated Cycling Shorts,1413,2021-12-02,29819
212999,893.4172094609162,Beauty,Emerald Forest Botanical Shampoo,2772,2021-12-02,35941
213000,737.3610830814515,Camera,First Alert D-575 Digital Wireless Security Recording System (Black),3567,2021-12-02,3342
213001,170.69075648236844,Music,House Of Funk,2662,2021-12-02,22519
213002,613.2335154194927,Camera,"Sigma 28-70mm & 70-300mm AF Lens Set For Canon EOS 50D, 40D, 30D, 20D, 10D, Digital Rebel XT, XTi, XS, XSi, & T1i Digital SLR Cameras",3208,2021-12-02,6523
213003,110.27263050583684,Mobile_Electronics,"Sony Walkman Portable All-in-one Skip-Free CD Player - Digital AM / FM Radio Tuner with Clip Style Earbud Headphones, 40 preset FM stations, Digital Mega Bass Sound, AVLS & CD-R/RW Playback",1733,2021-12-02,31272
213004,851.9124868063294,Beauty,"Pumpkin Renewal Skin Smoothing Antioxidant Peel, Skin Food Exfoliating Face Mask, Fruit Enzyme Facial Mask with 5% Glycolic Acid 2.5 oz - New Larger Size!",3482,2021-12-02,49901
