sale_id,sales_amount,product_category,product_name,location_id,date,customer_id
282069,379.4204950234565,Digital_Music_Purchase,That Was Then,2989,2023-03-13,35540
282070,144.75799205988176,Music,Lichtenstein's Oriole,2966,2023-03-13,5940
282071,404.8217734292173,Digital_Music_Purchase,Seconds To Save Her,1323,2023-03-13,2528
282072,496.79303573511663,Mobile_Apps,PrintHand Mobile Print Premium,1079,2023-03-13,39741
282073,109.44556505277265,Digital_Music_Purchase,The Gaddabouts,3096,2023-03-13,13944
282074,100.22154038575806,Digital_Software,My Driver Updater v. 2014 [Download],1975,2023-03-13,39718
282075,676.8160725386672,Digital_Music_Purchase,Surge,3224,2023-03-13,19197
282076,549.3910280591759,Health & Personal Care,CHAMPION Neoprene Knee Stabilizer with Spiral Stays,1295,2023-03-13,25554
282077,929.2622853030438,Camera,"Battery,Charger for Canon VIXIA HFR10 ,HFR100, HFR11, HG10, HV20, HV30, HV40",1239,2023-03-13,27333
282078,639.9355530095788,Mobile_Apps,Download Free Music,1730,2023-03-13,38028
282079,535.5760214710646,Mobile_Apps,Universal TV Remote,2637,2023-03-13,32237
282080,807.56052636915,Grocery,Jelly Belly Berry Blue Jelly Beans,3604,2023-03-13,734
282081,574.0736754630077,Furniture,2 x Homegear M1 50s Diner Adjustable Swivel Faux Leather Bar Stools,1740,2023-03-13,32101
282082,817.649504360307,Office Products,AT&T DECT 6.0 Expandable Cordless Phone with Answering System and Caller ID/Call Waiting,1872,2023-03-13,14713
282083,707.764805616747,Beauty,Macadamia Natural Oil Deep Repair Masque,1734,2023-03-13,24572
282084,233.75804839756998,Automotive,Halo Automotive Solaris Yellow 880 (12v 27w) Bulb - Twin Pack,2106,2023-03-13,39126
282085,340.79971094720673,Digital_Ebook_Purchase,Figuring out Fibromyalgia: Current Science and the Most Effective Treatments,3069,2023-03-13,5931
282086,935.2800305027178,Mobile_Apps,Bamboo Paper,1485,2023-03-13,9951
282087,450.41328859329747,Music,Puccini: Madama Butterfly,1006,2023-03-13,40268
282088,856.9037678064575,Beauty,"L'Oreal Paris EverStyle Texture Series Energizing Dry Shampoo, 3.4 oz",3393,2023-03-13,43677
282089,427.45418814190185,Automotive,ACCEL Ignition SuperCoil,1604,2023-03-13,4387
282090,171.03998629472898,Health & Personal Care,Mueller 6183 All-Purpose Support Wrap,1066,2023-03-13,15486
282091,358.46226157310093,Office Products,LABOR SAVING DEVICES 53315 Level & Template,2132,2023-03-13,27217
282092,803.9723360803285,Musical Instruments,Epiphone DR-100 Acoustic Guitar,1511,2023-03-13,2859
282093,640.7898554003046,Musical Instruments,Pyle PPHP1037UB Powered Active PA Loudspeaker Bluetooth System - 10 Inch Bass Subwoofer Monitor Speaker and Built in USB for MP3 Amplifier - DJ Party Portable Sound Equipment Stereo Amp Sub for Concert Audio or Band Music,1827,2023-03-13,17364
282094,795.7877965490522,PC,PLUG,2222,2023-03-13,37678
282095,661.8253118611156,Digital_Music_Purchase,Miracles [Explicit],1439,2023-03-13,20525
282096,895.8641815552354,Beauty,3 Pcs Sable Nail Art Brushes Detailer Liner Striper + 5 X 2 Way Marbleizing Dotting Pen Tools Set,1582,2023-03-13,27256
282097,901.8356419018488,Mobile_Electronics,Dark Blue Devil Case for Apple iPod Touch 2G / 3G (2nd & 3rd Generation),2313,2023-03-13,17306
282098,188.66117005707957,Digital_Video_Download,Meet the Fockers,1978,2023-03-13,33624
282099,28.627559187673103,Mobile_Apps,Bike Race Pro by Top Free Games,2816,2023-03-13,25801
282100,320.5119877917731,Mobile_Electronics,"Car dvd player Navigation system for 2007-2011 Honda CR-V with steering wheel control/3D Navigation DVD TV USB SD iPod Bluetooth 3G/WIFI/20 Disc CDC/ DVD Recording/ Phonebook / Game (Original Factory Pannel Design,Free Map)",3353,2023-03-13,211
282101,283.6075078311956,Automotive,Battery Tender 081-0148-12 12.5' Extension Cable,3114,2023-03-13,37665
282102,880.9099508630933,Grocery,Blueberry Jam,2536,2023-03-13,26667
282103,659.2782512042463,Digital_Ebook_Purchase,"Essential Calculus, Enhanced Edition: Mathematics, Calculus",2553,2023-03-13,13788
