sale_id,sales_amount,product_category,product_name,location_id,date,customer_id
206799,170.1771560780764,Baby,Sesame 2 Count  Sheet Set,1775,2021-10-21,48623
206800,896.1603160048829,Electronics,Electrified XL-2400-AFN Replacement Lamp with Housing for Sony Models KDF42E2000/KDF46E2000/KDF50E2000,2890,2021-10-21,11114
206801,469.1868983426977,Apparel,eVogues Rhinestone Accented Long Cami Top,3497,2021-10-21,39288
206802,200.8948724584546,Baby,Razbaby RaZberry Teether,3279,2021-10-21,34005
206803,152.36490035127667,Beauty,GBS Brush and Razor stands (Ivory Accent),2915,2021-10-21,15304
206804,373.3072863544732,Office Products,"Fiskars 01-004253 Recycled Everyday Scissors, 8-Inch",3551,2021-10-21,38951
206805,291.7774331636724,Health & Personal Care,"Cyclone Cup Shaker, White",1105,2021-10-21,24868
206806,815.0243016644193,Books,PC Hardware: The Complete Reference,1254,2021-10-21,39454
206807,878.1575416991968,Office Products,GP Image Plus+ Brights Assorted Color - 500 Sheet Pack (8-1/2 x 11),1235,2021-10-21,34911
206808,744.5576393667357,Musical Instruments,LM Products B-ACC Banjo Conversion Kit,1276,2021-10-21,11269
206809,611.0619193686296,Major Appliances,Broan 30-Inch Allure Range Hood,3063,2021-10-21,32762
206810,301.37146340321414,Digital_Music_Purchase,Carry It On,2060,2021-10-21,43800
206811,298.87454372199863,Automotive,WirthCo 32006 Funnel King Red Safety Funnel with Screen - 6 Quart Capacity,2477,2021-10-21,39843
206812,766.415186746346,Digital_Ebook_Purchase,Good For You (Between the Lines Book 3),1281,2021-10-21,42524
206813,463.14335164801975,Major Appliances,"Whirlpool Part Number 8205098: Tray, Glass",1041,2021-10-21,15454
206814,141.94830091982965,Health & Personal Care,Biokleen Super Concentrated All Purpose Cleaner,2944,2021-10-21,25259
206815,134.48462123660033,Outdoors,GCI Outdoor PackSeat,3074,2021-10-21,26045
206816,317.585910641888,Books,"Zen Mind, Beginner's Mind: Informal Talks on Zen Meditation and Practice",2288,2021-10-21,44477
206817,540.1755223416491,PC,"Tech Protect Faraday/EMP Bag Size XXL 32"" x 38""",1521,2021-10-21,40494
206818,857.4316735675108,Electronics,Monoprice 108794 24-Inch 4-Pin Molex Male to 4 15-Pin SATA II Female Power Cable Net Jacket,1717,2021-10-21,25221
206819,187.9298795558078,Books,History in the Making: The Easiest Way to Preserve Your Family History,1151,2021-10-21,7555
206820,166.41232438818037,Beauty,Neutrogena Therapeutic Extra Strength Gel Shampoo,1970,2021-10-21,46185
206821,166.97577641545263,Apparel,Fruit of the Loom Women's Built-up Sports Bra 3 Pack,1374,2021-10-21,22831
206822,150.90374218611137,Apparel,Peppa Pig Train Tee George with Striped Embroidery Boy Short Sleeve T-shirt,2850,2021-10-21,21509
206823,61.254275235664764,Health & Personal Care,Rootology Breathe Free 120 Capsules (Nasal & Sinus Health),2109,2021-10-21,9576
206824,854.8099090009752,Major Appliances,Frigidaire FGHC2331PF Gallery 22.6 Cu. Ft. Stainless Steel Counter Depth Side-By-Side Refrigerator - Energy Star,1131,2021-10-21,36376
206825,379.564558827109,Books,Allegiant (Divergent Series),3374,2021-10-21,9838
206826,263.31129235155447,Mobile_Electronics,Snugg iPod Nano (5/6th Generation Case) - Quality Silicone Carabina Case - Ultra Protection and Non-Slip Material - Black,1614,2021-10-21,31494
206827,428.9675068778317,Mobile_Electronics,"4GB 1.8"" TFT LCD Display Screen Car Auto MP3 MP4 Player Built-in FM Transmitter With Wireless Remote Control Kit",2211,2021-10-21,34939
206828,816.4645493147974,Health & Personal Care,3/4 Length Orthotics by VIVEsole - Plantar Series - Insoles with Arch Support and Heel Cushion for Plantar Fasciitis,2191,2021-10-21,28971
206829,504.84182317907766,Furniture,Coaster Furniture Cotati Accent Chair,2102,2021-10-21,17100
206830,647.5322327157119,PC,SilverStone 80mm Fan Filter with Grill FF81B,3210,2021-10-21,34155
206831,211.54446672590922,Grocery,LEENA SPICES – Madras Curry Powder – Gluten Free - No Color Or Salt Mix - Pure Quality And Mild Spice - Included A Delicious And Easy Cooking Indian Recipe.,3107,2021-10-21,24060
206832,641.3483011606788,Camera,Zing 565-421 STB1 X-Large Stuff Pouch (Black),2724,2021-10-21,28306
206833,575.2901913539122,Health & Personal Care,"Pipedream Neon Luv Touch Vibe, Yellow",3196,2021-10-21,26813
206834,346.6120574204633,Grocery,Quaker Big Chewy Chocolate Chip Granola Bars - 5 CT,1210,2021-10-21,21471
206835,669.0587718998595,Mobile_Electronics,2009-2013 Ford F-150 In-dash DVD GPS Navigation Radio AV Receiver CD SD USB MP3 Deck iPod/iPhone-ready Bluetooth Hands-free A2DP Music Streaming Touch Screen SYNC Steering wheel controls Multimedia Stereo AUDIO VIDEO w/ rear view camera option SQUARE S SS-8233YWL,1988,2021-10-21,28282
