sale_id,sales_amount,product_category,product_name,date,customer_id
297678,577.3354114076857,Digital_Ebook_Purchase,A Betting Man (Men of Manhattan Book 1),2023-06-14,3135
297679,380.3459136246633,Grocery,"Hormel Beef Tamales, In Chili Sauce, 15-Ounce Units",2023-06-14,8752
297680,709.1929397851796,Digital_Video_Games,The Wolf Among Us Episode 1: Faith - PS3 [Digital Code],2023-06-14,22458
297681,824.2813887927805,Health & Personal Care,Fashion Smart Womens Pill and Vitamin Travel Pill Box Organizer,2023-06-14,29938
297682,147.4724541954594,Health & Personal Care,Stars & Stripes - 36 Note Cards - Blank Cards - Red Envelopes Included,2023-06-14,7022
297683,890.1795690232123,Beauty,Acure Castile Liquid Soap - Tropical Citrus - 16 oz,2023-06-14,35716
297684,476.59383333653227,Outdoors,Dahon Mu P8 Folding Cloud White Folding Bike,2023-06-14,14756
297685,943.2408790021884,Apparel,117 B Agan Traders Medieval Renaissance Vintage Gypsy Top Blouse Tunic,2023-06-14,43269
297686,609.9503358676766,Health & Personal Care,FenTrim - White/Blue Speck Maximum Strength Fat Burner and Appetite Suppressant Diet Pills - Increase Energy and Enhance Mood Diet Aid - 60 Tablets / 30 Day Supply,2023-06-14,46816
297687,569.8236259599863,Gift Card,Amazon eGift Card - Magical Fairy Birthday (Animated) [American Greetings],2023-06-14,12820
297688,47.42718993272568,Beauty,Vaseline 100% Pure Petroleum Jelly,2023-06-14,29032
297689,786.4236050699784,Grocery,Dried White Chrysanthemum Buds (Herbal Tea 100g),2023-06-14,49323
297690,159.40061165713362,Digital_Music_Purchase,Bring Me A Minstrel,2023-06-14,14315
297691,103.40468220857315,Major Appliances,"Electrolux EI15TC65H 15"" Built-In Under-Counter Compactor and High-Performance Power,",2023-06-14,7056
297692,45.18951537135321,Health & Personal Care,4 Pack - The Honest Company Wipes - 288 Wipes (4 Packages of 72 Ct),2023-06-14,25561
297693,638.4440086801158,Major Appliances,WindMax H603 New Model 700mm Width Thin Stainless Steel Under Cabinet Range Hood Kitchen Wall Mount 500 CFM,2023-06-14,26517
297694,435.2087417433448,Electronics,Lepai LP-269FS  4 x 45 Watts Mini Amplifier with Remote USB/MP3/SD and FM,2023-06-14,27742
297695,501.7836642411611,Apparel,HASLRA Women's Rainbow Stockings Socks 10 Pairs,2023-06-14,7233
297696,630.7472539582358,Digital_Software,Raptr [Download],2023-06-14,10113
297697,282.34070445381354,Mobile_Apps,Donut Maker Deluxe - Cooking Game,2023-06-14,19473
297698,422.12167260325657,PC,"CybertronPC Gaming PC (3.8 GHz AMD FX-4130 Quad Core, 1GB GeForce GT610, 8GB DDR3 1600MHz, 1TB HDD",2023-06-14,47656
297699,248.1126534327565,Office Products,Prang Hygieia Chalk,2023-06-14,15830
297700,463.7765737073276,Major Appliances,Fisher Paykel GWL15 EcoSmart Washer,2023-06-14,28775
