sale_id,sales_amount,product_category,product_name,location_id,date,customer_id
244225,562.4740718201198,Beauty,Conair GMT185WCSV 12-Piece Rechargeable Cordless Trimmer,1127,2022-06-28,19106
244226,996.1515404621391,Baby,Amberizon Baltic Teething Bracelet Honey Amber,1529,2022-06-28,4344
244227,354.68636038521925,Apparel,Men's Fashion Cap Plaid Ivy Multi Color & Designs Sizes S/M & L/XL,3343,2022-06-28,1572
244228,891.7376473017099,Electronics,"Klipsch R-115SW 15"" Reference Series Powered 800 Watt Subwoofer + Klipsch WA-2 Wireless Subwoofer Kit",2372,2022-06-28,44358
244229,23.70556984097712,Music,Coming Up,3024,2022-06-28,9653
244230,442.15297414068533,Mobile_Electronics,"Szstudio US 5"" Car GPS Navigation Sat Nav Built-in 4GB 64MB RAM WinCE 6.0 --US gap",2542,2022-06-28,44660
244231,394.87469520598086,Automotive,Genuine Honda 08P13-TK6-110 Floor Mat,3501,2022-06-28,169
244232,966.6903356596583,Digital_Video_Download,Masterpiece: Mr. Selfridge Original UK Edition Season 2,2707,2022-06-28,11595
244233,340.76417476203034,Books,The Bonesetter's Daughter,2920,2022-06-28,8573
244234,902.2779589622015,Apparel,Darque Womens Rubber Look Stockings with Zipper Back Seam,2495,2022-06-28,21876
244235,720.3827370512753,Mobile_Apps,Bejeweled® 2,2214,2022-06-28,20790
244236,702.2165427502566,Furniture,"Convenience Concepts Designs4Comfort Manhattan Storage Bench with 4 Collapsible Ottomans, Espresso Faux Leather",2000,2022-06-28,27816
244237,404.1477769703431,Music,Vh1 Storytellers,2722,2022-06-28,7714
244238,518.7698159496159,Digital_Video_Games,Sid Meier's Civilization: Beyond Earth,1731,2022-06-28,9493
244239,624.6326198006889,Digital_Software,MacTuneUp,1254,2022-06-28,29475
244240,843.4804863158694,Musical Instruments,Rico Metalite Soprano Sax Mouthpiece M5,1882,2022-06-28,1292
244241,455.3669046978415,Outdoors,AQUA ZOOKA Quick Fill Water Bazooka,3605,2022-06-28,8803
244242,597.7677226304394,Digital_Software,Photoshop Elements 13,2250,2022-06-28,36299
244243,696.8018557402811,Music,Ecw: Extreme Music,2055,2022-06-28,15191
244244,448.83557316193253,Health & Personal Care,Fiore® 4 Pack Cool Hip Rectangular Reading Glasses Light Weight Spring Hinges,1121,2022-06-28,10334
244245,282.23712551152295,PC,"eSecure Optical Wireless Mouse with USB Nano Receiver, Scroll Wheel, DPI & Forward/Back Buttons - for Laptop/Computer/PC/Gaming",3209,2022-06-28,31769
244246,280.1720099050717,Electronics,"SoundBot SB510 HD Water Resistant Bluetooth Wireless Shower Speaker, Hands-Free Portable Speakerphone w/ 6Hrs of Playtime, Built-in Mic, Control Buttons & Detachable Suction Cup for Indoor & Outdoor",3161,2022-06-28,38527
244247,206.84264073740445,Furniture,Winsome Leo Shelf / Storage - Book - 2-Tier - Narrow,3063,2022-06-28,13986
244248,669.0863383012828,Digital_Video_Download,The Island: Ireland from the Air,2963,2022-06-28,8237
244249,944.6542681705185,Outdoors,Giro Section Bike/Multi-Sport Helmet,1042,2022-06-28,15368
244250,330.44671037932795,Grocery,"G.H. Cretors Organic Simply Salted Popcorn, 4.4 Ounce (Pack of 12)",3576,2022-06-28,29282
244251,575.9907675740548,Baby,Playskool Busy Basics Form Fitter (Colors May Vary),2687,2022-06-28,41838
244252,388.5374078266475,Office Products,VTech DS6071 Accessory Handset for VTech DS6671,3279,2022-06-28,45942
244253,979.6368605830884,Beauty,"RoC Deep Wrinkle Serum, 1 Ounce",1989,2022-06-28,39330
244254,737.6490844719225,Books,TALES OF BLACK WIDOW,3085,2022-06-28,49043
244255,732.3185278531304,Electronics,SiriusXM Radio 20' Antenna Extension - Right Angle,3049,2022-06-28,41982
244256,287.5232130078333,Digital_Software,Math- Algebra I for Mac [Download],3360,2022-06-28,19965
244257,771.2662081959776,Digital_Software,Microsoft Windows 7 Anytime Upgrade [Starter to Home Premium],1426,2022-06-28,44406
244258,275.38196266243705,Mobile_Electronics,XA New Universal Racing Mount Plus Flush Hood Bonnet Latch Pin Key Locking Lock Kit USA SELLER,2938,2022-06-28,4020
244259,280.4380714411193,Music,De Coleccion,2290,2022-06-28,9205
244260,662.790999849768,Apparel,"Janecrafts Women's Fashion Bodycon Bright Color Short Sleeves Pencil Shift Business Work Dress (XL, Yellow)",2024,2022-06-28,47029
244261,27.258191236217392,Baby,BABYBJORN Potty Chair,2593,2022-06-28,45592
244262,825.021462321419,Mobile_Electronics,HDE Music Angel Rechargeable Portable Mini Party Travel Speaker with Micro SD Slot (Black),3551,2022-06-28,19064
244263,622.9951405109952,Apparel,Dockers Men's Stretch Stripe Suspenders,2345,2022-06-28,44479
244264,173.10638052398218,Baby,Baby Einstein Take Along Tunes Musical Toy,1149,2022-06-28,8581
244265,908.6758061876079,Office Products,Cordless Handsets 4,3558,2022-06-28,1864
244266,262.0215671972429,PC,"Dell Adapter, USB Type C to HDMI/VGA/Ethernet/USB (470-ABQN)",1620,2022-06-28,32182
244267,617.4258706362098,Apparel,Sexy Teddy Red Bodysuit With Arm Band - One Size,2041,2022-06-28,21340
244268,271.70991651164474,Electronics,Plantronics clothing clip,3610,2022-06-28,22296
244269,349.8946589688157,Automotive,Bosch P3600 Cabin Filter for select  Acura/ Honda models,2161,2022-06-28,4882
244270,664.9641080101943,Major Appliances,Whirlpool Washer Lid Switch 3949238,2052,2022-06-28,10293
244271,395.5490879674052,Digital_Music_Purchase,The Bodhi Tree (VaiTunes #7),1752,2022-06-28,34339
244272,452.9118562610221,Digital_Ebook_Purchase,Annihilation (Star Force Series Book 7),1124,2022-06-28,11726
244273,552.0200774524712,Musical Instruments,BQLZR Acoustic Guitar Ebony Bridge Pins With Abalone Dot And Brass Circle Skirt Pack of 6,1055,2022-06-28,11847
244274,715.0637149927126,Baby,"Safety 1st Sounds n Lights Discovery Walker, Dino",2857,2022-06-28,5463
244275,718.6203857326623,Apparel,Allegra K Women Dots Print Flouncing Patchwork Dress W Waist Belt,1011,2022-06-28,25297
244276,218.93430891003334,Books,Rules of The Trade: Indispensable Insights for Online Profits,2546,2022-06-28,17492
244277,68.50895847060507,Digital_Music_Purchase,Why There Are Mountains,2777,2022-06-28,48422
244278,420.8995988719359,Grocery,World Confections Cigarettes,1410,2022-06-28,32981
244279,735.9037291791246,Beauty,Bliss Kiss Simply Pure Cuticle & Nail Oil Pen To Go - Single,1492,2022-06-28,33323
244280,515.0094725733593,Health & Personal Care,Energizer CR2032 3 Volt Lithium Coin Battery 10 Pack (2x5 Pack) In Original Packaging,2291,2022-06-28,45794
244281,773.7290897753695,Camera,Adorama Snoot for the Budget Flash Monolights.,2933,2022-06-28,25771
