sale_id,sales_amount,product_category,product_name,date,customer_id
307227,20.277514542553895,Beauty,Oral-B Professional Deep Sweep + Smart Guide Triaction 5000 Rechargeable Electric Toothbrush 1 Count,2023-08-18,5446
307228,124.10975724777668,Apparel,Rock & Republic Women's Stella Straight Leg Jean,2023-08-18,11791
307229,982.3883350349694,Musical Instruments,"Sennheiser e 935 Cardioid Dynamic Vocal Microphone,",2023-08-18,29140
307230,812.2287433493993,Electronics,Photive BTH3 Over-The-Ear Wireless Bluetooth Headphones with Built-in Mic and 12 Hour Battery. Includes Hard Travel Case.,2023-08-18,47940
307231,14.411651879979667,Digital_Software,Movavi Video Converter 12 Personal Edition [Download],2023-08-18,31509
307232,538.9641942724488,Office Products,Brother P-touch Home and Office Labeler (PT-D200),2023-08-18,41782
307233,809.7932800498508,Digital_Ebook_Purchase,Walter and the Bug Village,2023-08-18,30689
307234,699.7732588832334,Digital_Video_Games,The LEGO Movie Videogame,2023-08-18,29534
307235,953.2504181709577,Digital_Ebook_Purchase,Friendship According to Humphrey,2023-08-18,2741
307236,949.886866156291,Musical Instruments,"ION Audio World Rocker | Portable Bluetooth Speaker with 75-Hour Battery, Mic, and Wheels & Handle for Transport",2023-08-18,36535
307237,727.7808612597679,Mobile_Apps,Hangman Mobile,2023-08-18,8897
307238,522.6394774245458,Office Products,GP Copy & Print Paper,2023-08-18,14020
307239,499.7221008056995,Electronics,Stereo Sound on the Go - Philips Portable Speaker - Pocket-sized and Powerful - 40 Hours of Continuous Play for Worry-free Enjoyment,2023-08-18,8030
307240,72.41507269891817,Digital_Music_Purchase,What You Want,2023-08-18,628
307241,233.2012793848805,Office Products,"Sharpie Oil-Based Paint Marker, Medium Point, White, 1-Count",2023-08-18,13123
307242,873.9499313740073,Grocery,Pure Anise Extract 2 oz,2023-08-18,3307
307243,724.8736085306684,Automotive,Slime 20088 4-Way Valve Tool with 4 Valve Cores,2023-08-18,24373
307244,284.8626250556266,Baby,"Edu-Petit Bathtub Toy, Fishing Fun",2023-08-18,18130
307245,95.46745984543861,Mobile_Electronics,"Bear Motion ® Premium Slim Case for Kindle Paperwhite and the All-New Kindle Paperwhite (does not fit Kindle or Kindle Touch) (Paperwhite, Green)",2023-08-18,34646
307246,215.5296523568972,Health & Personal Care,Three Kings Charcoal - 33mm (Small) - Single Roll of 10 Tablets,2023-08-18,38040
307247,416.46429480703785,Electronics,"Foxnovo F-4S 4-Slots LCD Battery Charger for Li-ion 26650, 22650, 18650, 18500, 18490, 17670, 17650, 17500, 16340, 14500, 10440 and Ni-MH /Ni-CD: A, AA, AAA, C, SC (Black)",2023-08-18,35603
307248,74.54344767646413,PC,mSATA SSD as WD Blue UltraSlim SATA3 HDD WD5000MPCK SFF-8784,2023-08-18,5367
307249,985.3246630089379,Camera,Lexerd - Nikon D5100 TrueVue Crystal Clear Digital Camera Screen Protector (Dual pack Bundle),2023-08-18,48782
307250,897.4618299078542,Health & Personal Care,"Macks Pillow Soft Silicone Earplugs Value Pack, 6 Count",2023-08-18,49454
