sale_id,sales_amount,product_category,product_name,date,customer_id
307538,430.2270051524003,Outdoors,Brunton ADC (Atmospherice Data Center) Pro,2023-08-20,32428
307539,57.485779448642894,Baby,Safety 1st Advanced Solutions One Way Nasal Aspirator,2023-08-20,47396
307540,86.09085228389205,Furniture,Tufted Ottoman,2023-08-20,46058
307541,779.3695382416034,Digital_Ebook_Purchase,Finding Purpose and Spirituality Beyond Religion: Applying Ancient Wisdom and Modern Science to Living Well,2023-08-20,29315
307542,887.8556432263302,Digital_Music_Purchase,For the First Time [Explicit],2023-08-20,48542
307543,234.42682922668627,Digital_Music_Purchase,You Turn,2023-08-20,31258
307544,804.926107319617,Music,Puccini: La Boheme,2023-08-20,2567
307545,57.34305051893032,Digital_Software,Learning Revit MEP 2012  [Download],2023-08-20,19962
307546,326.7057238956746,Beauty,"Swiss Apple Stem Cell Serum 3000 Dramatically Reduces Wrinkles & Fine Lines - Rejuvenates Complexion, Skin Appears Youthful and Hydrated",2023-08-20,43792
307547,202.4815643782905,PC,"Amzdeal Graphic Tablets, Drawing Tablets 10""x6'' with Hard Hot Cells Ugee, M1000L",2023-08-20,16842
307548,119.69527120977459,Books,Stonehenge: 2000 B.C.--A Novel,2023-08-20,45354
307549,323.2206048822403,Beauty,"Eyelash Growth Products Best Serum Treatment - Grow Longer Eye Lashes Naturally - Proprietary Lengthening Colorless Enhancer Mascara Lash Root Makeup for Semi Permanent Results – Quickly & Easily Make Your Eyelashes Long, Thick, Dark. Try Risk-Free!",2023-08-20,13630
307550,104.07973985644217,Apparel,Perry Ellis Men's Premium End On End Button-Up Shirt,2023-08-20,15852
307551,949.5183491691665,Apparel,Cojimar Swimwear Short Mesh Sarong O/S - Turquoise Cover Up,2023-08-20,46754
307552,395.30925804875005,Digital_Video_Games,Pet Hotel Tycoon [Download],2023-08-20,2434
307553,334.8642266615463,Apparel,A.S Active Basic Stretch Cotton Jersey Knit Muscle Tank Top,2023-08-20,13589
307554,92.81336091315859,Grocery,T1L-81276-V0Parent,2023-08-20,15302
307555,754.5012532805904,Gift Card,Amazon eGift Card - Monster Surprise (Animated) [American Greetings],2023-08-20,5469
307556,260.66144574108034,Office Products,"Mount-It! Monitor Desk Stand LCD Mount, Adjustable, Free Standing Two Computer LED Displays Stand 20, 23, 24, 27 Inch Screen Sizes, Black",2023-08-20,33100
307557,351.4494793748231,Digital_Music_Purchase,The Gaddabouts,2023-08-20,3821
307558,229.41429317030253,Music,Poulenc - Aubade · Les biches · Les animaux modèles / Pascal Rogé · Charles Dutoit,2023-08-20,11993
307559,503.474975110903,Books,Cocaine Nights,2023-08-20,47619
307560,759.7588976449033,Mobile_Apps,Sudoku Free,2023-08-20,27067
307561,551.5368672242035,Digital_Video_Games,AirBuccaneers [Online Game Code],2023-08-20,26188
307562,881.4422189824834,Automotive,(2) Mirror Decals for SUBARU BAJA FORESTER LEGACY TRIBECA SVX IMPREZA STI WRX OUTBACK AWD TURBO,2023-08-20,18940
307563,606.3872119906089,Mobile_Apps,Egg Baby,2023-08-20,43144
307564,863.0860799279059,Digital_Video_Games,Call of Duty: Black Ops II Weaponized 115 Pack [Online Game Code],2023-08-20,21094
307565,895.2160405233172,Health & Personal Care,"Fitbit Flex Wireless Wristband with Sleep Function, Black",2023-08-20,14730
307566,767.1887148524004,Major Appliances,HOMEIMAGE Thermo Electric DUAL ZONE wine cooler 21 bottles with wooden rack ~ HI-21CD,2023-08-20,3922
307567,404.4804094624945,Outdoors,Smith Skullcandy Single shot Bombshell Audio Kit,2023-08-20,10385
307568,887.5605897892967,Music,Goesaroundcomesaround,2023-08-20,19880
307569,952.4913824215995,Digital_Video_Games,Hunter's Trophy 2 - America [Download],2023-08-20,49128
307570,81.31525623873597,Automotive,Depo Saturn Vue Replacement Headlight Assembly,2023-08-20,43684
307571,476.62400105774054,PC,Sabrent 4-Port USB Hub,2023-08-20,38612
307572,945.221172205164,Digital_Software,H&R Block At Home Deluxe 2012,2023-08-20,38288
307573,886.8194933636335,Baby,Evenflo Amp Lx No Back Booster Car Seat,2023-08-20,26896
307574,165.1941006728204,Digital_Video_Games,Burger Shop [Download],2023-08-20,6671
307575,305.99336182028225,Apparel,Baby Tutu Costumes with Matching Silk Flower Headband Set Pink (Small Newborn - 2 Years),2023-08-20,43620
307576,969.3875572338897,Musical Instruments,Trophy 3490 Snoopy Jaw Harp,2023-08-20,18002
307577,32.555176382616324,Music,Fotia,2023-08-20,21803
307578,50.36009859277758,Digital_Ebook_Purchase,Deep Fire Rising (Philip Mercer Book 6),2023-08-20,41655
307579,947.3125593287648,Major Appliances,Bosch B22CS30SNS300 22.1 Cu. Ft. Stainless Steel Counter Depth Side-By-Side Refrigerator - Energy Star,2023-08-20,42116
307580,267.2838938814268,Digital_Music_Purchase,Driven Under,2023-08-20,29970
307581,635.7836700482237,Musical Instruments,"NEEWER Adjustable Microphone Suspension Boom Scissor Arm Stand, Compact Mic Stand Made of Durable Steel for Radio Broadcasting Studio, Voice-Over Sound Studio, Stages, and TV Stations",2023-08-20,7304
307582,965.9466945967318,Video DVD,The Sound of Music (Three-Disc 45th Anniversary Blu-ray/DVD Combo in Blu-ray Packaging),2023-08-20,6369
307583,113.949016877646,Office Products,Ancicraft Soft Genuine Leather Journal Diary Notebook with Retro Key Charm 6 Ring Binder A6 A5 Blank Lined Craft Paper,2023-08-20,6971
307584,448.52630565978603,Video DVD,Avatar (Blu-ray 3D + Blu-ray/ DVD Combo Pack),2023-08-20,33083
307585,722.0414156747992,Digital_Video_Download,The Purge: Anarchy,2023-08-20,34222
307586,475.2774961726106,Mobile_Electronics,Dr. Who Inside the Tardis Ipod Touch 5 Hard Case,2023-08-20,35465
307587,918.5704846311647,Digital_Ebook_Purchase,1984,2023-08-20,43770
307588,678.0414222011414,Major Appliances,Dishwasher Grey Silverware Basket - WD28X10128,2023-08-20,39864
307589,810.360763008637,Furniture,Legacy Decor Fabric in Lay Folding Room Screen Divider in Cherry Finish Wood 4 Panels,2023-08-20,16791
307590,891.1724518772589,Baby,Harley Davidson Biker Club: Harley Jr.,2023-08-20,18313
307591,837.2581861743716,Digital_Ebook_Purchase,The Lawman (The Willow Creek Series Book 1),2023-08-20,11032
307592,366.0291850906685,Furniture,South Shore Adrian Collection TV Stand,2023-08-20,22747
307593,340.0537699258211,Digital_Software,H&R Block At Home 2013 Deluxe,2023-08-20,10664
307594,191.47445438560277,Mobile_Electronics,Premium Flexible 10 x Snug / Tight Fit TPU Skins / Cases / Covers for Apple iPod Touch 4 / 4G / 4th Generation,2023-08-20,26151
307595,675.9731584167599,PC,"iPad Air Keyboard Case, iPad Air 2 Keyboard Case, New Trent Airbender 3.0 Wireless Bluetooth iPad Air Keyboard Case with Detachable Re-designed Durable Corners for Apple iPad Air/iPad Air 2 - Black",2023-08-20,22429
307596,895.446002495228,Major Appliances,U-beauty 15 Hold Animal Love Flexible Silicone Bakeware Mold Mould Tray for Cake/ Chocolate/ Candy/ Jelly/ Ice/ Cookie,2023-08-20,31949
307597,475.8174850433535,Books,"The Name of the Wind (Kingkiller Chronicles, Day 1)",2023-08-20,43484
307598,716.5883403021414,Digital_Software,Corel PDF Fusion,2023-08-20,2707
307599,681.1226247525149,Baby,bumGenius Diaper Sprayer,2023-08-20,37131
307600,617.7191841826674,Music,Chronologie,2023-08-20,31980
307601,599.8774659719809,Mobile_Electronics,"WOPUTUO ASH-3 Car HUD Vehicle-Mounted Head Up Display OBD II System Model with LED, Vehicle Speed, Engine Speed, Water Temperature, Fuel Consumption Display",2023-08-20,38902
307602,428.40398775898024,Mobile_Apps,KIM KARDASHIAN: HOLLYWOOD,2023-08-20,47096
307603,99.0844731300959,Mobile_Apps,Letters From Nowhere®: A Hidden Object Mystery,2023-08-20,11191
307604,854.3866545393008,Digital_Music_Purchase,Wild Life,2023-08-20,37159
307605,23.807023847179067,Apparel,Columbia Baby Boys' Fast Trek Mitten,2023-08-20,13975
307606,936.3811948354429,Electronics,"Efest IMR 18350 35A 700 mAh 3.7V LI-MN High Drain Rechargeable Battery, Purple Button Top",2023-08-20,13268
307607,469.08050976514227,Music,A Saucerful of Secrets,2023-08-20,36285
307608,713.5911585917282,Musical Instruments,HeadGear 3.5mm Foldable Headphone Headset for Dj Headphone Mp3 M Pc Tablet Music Video and All Other Music Playersp,2023-08-20,16921
307609,646.6725072896684,Mobile_Electronics,Doinshop New Fashion Car Vehicle Sun Visor Eye Glasses Sunglasses Spectacles Holder Clip,2023-08-20,27536
307610,203.65405488985297,Digital_Ebook_Purchase,The Imaginary Friend,2023-08-20,5100
307611,730.1315227199348,Digital_Video_Games,Mortimer Beckett and the Time Paradox [Download],2023-08-20,27288
307612,361.0334797884364,Apparel,California Flag White Silhouette Zip-up Hoodie Asst Colors,2023-08-20,13050
307613,238.23475038084908,Office Products,"Car Charger Cigarette Lighter Adapter for Casio G'zOne Rock C731, Brigade C741",2023-08-20,8691
307614,492.5026787808166,Beauty,"Body Merry Age Defense Eye Cream for Dark Circles, Wrinkles, Puffiness, Crow's Feet, Fine Lines & Bags - 1.7 Ounces - Natural & Organic Anti-Aging Formula",2023-08-20,12515
307615,884.609184578175,Furniture,Kings Brand Metal With Marble Finish Top Magazine Snack Side Sofa Table,2023-08-20,46085
307616,770.4470882987198,Automotive,Derma-Lite Nitrile Glove Solvent Resistant - Medium,2023-08-20,17152
307617,492.5898726563278,Health & Personal Care,"Systane Eye Drops, 0.33 Ounce",2023-08-20,13338
