sale_id,sales_amount,product_category,product_name,location_id,date,customer_id
292253,308.6705037409269,Major Appliances,Aqua Pure AP117 Cuno Replacement Cartridge For Drinking Water system filters. Sold in Pairs.,2768,2023-05-21,34860
292254,346.073238410303,Grocery,"Kirkland Pure Olive Oil-101.4 oz, 2 ct",2986,2023-05-21,41715
292255,478.32090401146456,Office Products,ProMAG 4.25 x 11 Inches Weekly Dry Erase Magnetic Calendar,1288,2023-05-21,43557
292256,249.6371386491853,Mobile_Electronics,Pyle Home Complete Audio System Package -- PT649D Dual Cassette Deck + PT-652T Digital AM/FM Tuner + PT-600A 300 Watt Stereo Receiver/Amplifier + PDMN48 5-Inch 2-Way Bass Reflex Mini-Monitor System - Pair of Bookshelf/Wall Speakers,3133,2023-05-21,14498
292257,380.1590171478888,Grocery,TVP,1245,2023-05-21,48234
292258,630.1865328814093,Outdoors,"Wheel Master Rear Bicycle Wheel 26 x 1.75, 36H, Steel, Bolt On CB, Silver",1092,2023-05-21,36330
292259,899.3182213710872,Apparel,Carter's Baby Boys' Terry Sleepbag (Baby) - Heather,1931,2023-05-21,22053
292260,788.6166910371006,Digital_Music_Purchase,Gimmie Shelter,2460,2023-05-21,28596
292261,188.61759423248293,Mobile_Apps,"Best Holy Bible! Study Words from Jesus Christ Calling to You & Me! Download Mass Prayers & Blessings Daily, Verses of the Day, Devotionals, Hope Times, Loves and Comfort! A FREE Verse app for Teens, Kids Men & Women Ministry Videos LDS by Topic Apps",2862,2023-05-21,12860
292262,103.95522897449362,Apparel,OFTEN&reg; Synthetic Leather Drawstring Style Double Button Women Wallet,2943,2023-05-21,36176
292263,689.0320315684377,Music,Lost in the Loop,2537,2023-05-21,32882
292264,667.9417138736482,Camera,KLIC-5000/NP-30/NP-60/L1812A/Li-20B/CGA-S301/VM-VBA100/D-Li2/DB-40/SLB-1037/SLB-1137 Replacement Lithium-Ion Battery (1500 mAh) for Casio camera,1877,2023-05-21,27504
292265,55.652692651083974,Baby,Perfect Memory Creations The Story of Me Personalization Kit,1257,2023-05-21,25908
292266,428.6459703584671,Baby,Playskool Busy Basics Form Fitter (Colors May Vary),1307,2023-05-21,15856
292267,474.10046138392613,Digital_Ebook_Purchase,Serving Celebrities: The Complete Collection,2572,2023-05-21,4806
292268,132.56647409359869,Mobile_Apps,11 Ball,3563,2023-05-21,29529
292269,732.6099820291752,Major Appliances,Robertshaw Range Burner Infinite Switch 5500-512,2732,2023-05-21,7407
292270,530.1372071151264,Mobile_Apps,Trivia Crack (Ad Free),2906,2023-05-21,44872
292271,993.6874938429185,PC,Logitech Trackman Marble Mouse,2291,2023-05-21,37546
292272,175.57078315423868,Electronics,RCA ANT1650F Flat Digital Amplified Indoor TV Antenna,3065,2023-05-21,14460
292273,482.291874567058,Mobile_Apps,Township,2748,2023-05-21,34555
292274,641.815067055755,Digital_Video_Games,Pillars of Eternity Champion Edition [Online Game Code],1913,2023-05-21,2138
292275,578.8796702771187,Beauty,Himalaya Bacopa 30's,3262,2023-05-21,24286
292276,214.99535278272404,Mobile_Apps,Photo Lab PRO photo editor,2019,2023-05-21,26321
292277,533.2691948853673,Digital_Music_Purchase,Im Gay [Explicit],1332,2023-05-21,6244
292278,309.343325445298,Mobile_Electronics,T10-5050-5smd Led Lamp,1282,2023-05-21,32828
292279,655.792644713287,Beauty,"Swedish Dream Sea Salt Soap, 4.3 oz",3250,2023-05-21,16244
292280,81.75019953032391,Office Products,4 Pack AXIOM Home Phone Battery for ATT BT184342 BT28433,2511,2023-05-21,45102
292281,467.20710024490046,PC,Exercise Mount for iPads (1st through 4th generation),2159,2023-05-21,19060
292282,367.45134007111517,Digital_Software,Adobe Photoshop Elements 10,3596,2023-05-21,35395
292283,789.567996335336,Major Appliances,Mini Portable Countertop Spin Dryer,2036,2023-05-21,49392
292284,784.3486843584955,Digital_Software,Macflux,2819,2023-05-21,30522
292285,176.1756836456905,PC,Sony Class 10 Micro 95MB/s Memory Card,3105,2023-05-21,31489
292286,677.7442995159939,Camera,Targus Digital Tripod with 3-way Pan Head,2676,2023-05-21,37772
292287,682.114188163758,Major Appliances,LG DLEX2650WSteamDryer 7.3 Cu. Ft. White Stackable With Steam Cycle Electric Dryer,2863,2023-05-21,28854
292288,564.1345385695979,Automotive,Extreme Max ER001 Ramp Xtender for Intermediate Pickups and Full Size Flairside Pickups,2006,2023-05-21,36864
292289,880.0245917838812,Mobile_Apps,Beyond Ynth HD,2376,2023-05-21,15319
292290,266.01865388942673,Digital_Video_Games,Crysis 3: The Lost Island DLC,3419,2023-05-21,9710
292291,632.2323470984978,Grocery,Spiceologist - Purple Haze BBQ Rub and Seasoning - All Purpose Spice Blend - 9 oz.,3338,2023-05-21,21547
292292,856.2414603210946,Grocery,"Twinings of London Honeybush, Mandarin & Orange Herbal Tea, 20 Count (Pack of 6)",2586,2023-05-21,15134
292293,436.8816433728783,Beauty,DasGro Hair Formula: All-Natural Hair Growth Vitamins For Men & Women,1254,2023-05-21,4147
292294,508.426121405994,Electronics,Brainwavz Large Hard Headphone Case - Suitable For Most Headphone Sizes - Removable Internal Pouch & Carrying Strap Included,3364,2023-05-21,38361
292295,665.080933247022,Books,The Case for Christ:  A Journalist's Personal Investigation of the Evidence for Jesus,1065,2023-05-21,44980
292296,323.0352943775961,Health & Personal Care,Durex Pleasure Pack Condom,2165,2023-05-21,46884
