sale_id,sales_amount,product_category,product_name,location_id,date,customer_id
183973,70.71807672492358,Major Appliances,"Avanti VF306 2.8 Cu. Ft. Compact Vertical Freezer - White,",3547,2021-05-23,32964
183974,970.5991044343351,Automotive,Gorilla Automotive 72-6415 Wheel Hub Centric Rings (72.62mm OD x 64.15mm ID) - Pack of 4,2264,2021-05-23,35107
183975,33.27014078393093,Major Appliances,Thermador : ME302EP 30 Double Electric Wall Oven - Stainless Steel,2821,2021-05-23,47774
183976,880.6252637357504,Major Appliances,GE Clothes Dryer Motor Blower Motor WE17X10008,1720,2021-05-23,22664
183977,55.39911101018014,PC,"3.5"" Aluminum External Enclosure w/ Unique Design, SATA to USB 2.0+eSATA",1862,2021-05-23,7449
183978,336.4286849550638,Digital_Video_Games,Ultra Street Fighter 4,2975,2021-05-23,25835
183979,688.3497975360118,Digital_Video_Download,The Hitchhiker's Guide to the Galaxy,2317,2021-05-23,11617
183980,468.61710149817526,Apparel,TeeHee Kids Girls Cotton Double Ruffle Crew Socks 6 Pair Pack,2587,2021-05-23,31393
183981,536.7796158400566,Automotive,JackMate Lift Jack Accessory,1970,2021-05-23,29816
183982,782.9893533494388,Grocery,8 Gal. (128 Cups) Popcorn Sampler Colby Ridge Popcorn,1300,2021-05-23,27230
183983,287.45060733448565,Electronics,"niceeshop 3 in 1 Composite RCA AV Audio Video Selector Switch Box Splitter,Black",1236,2021-05-23,40477
183984,165.8699219578435,Office Products,AmazonBasics 6-Sheet Cross-Cut Paper and Credit Card Shredder,3384,2021-05-23,40529
183985,128.20734836091077,Digital_Video_Download,Friends: Cast & Creators Live at the Paley Center,2787,2021-05-23,5078
183986,647.6999130328708,Digital_Music_Purchase,Well Done,1662,2021-05-23,11744
183987,477.87978797900786,Apparel,Wildmant Men's Balls Lifters Protruder - Black/M,1390,2021-05-23,27793
183988,994.6177659366543,Apparel,MIMW Womens Letter Print Hollow Out Op[en Back Fashio Casual Tops Black,2198,2021-05-23,39914
183989,457.1267723227187,Mobile_Electronics,AC 35W Xenon HID 9006/HB4 5000K Replacement Light Bulbs Headlight,1732,2021-05-23,48104
183990,387.89403204395603,Beauty,"SHANY Eyeshadow Palette, Bold and Bright Collection",2914,2021-05-23,3780
183991,923.1281167525045,Office Products,"Avery T-shirt Transfers for Inkjet Printers, 8.5 x 11 Inches, for use with White or Light Colored Fabric, 6 Sheets (03271)",1469,2021-05-23,38635
183992,885.8316788878783,Outdoors,Hollywood Racks F4 Heavy Duty 4-Bike Trunk Mount Rack,2979,2021-05-23,7811
183993,254.35195880204483,Outdoors,CamelBak Vantage 40 100 oz Hydration Pack,1855,2021-05-23,49432
183994,66.27771368252228,Apparel,Felina Women's Harlow Unlined Demi Bra,1593,2021-05-23,26265
183995,875.1165510615808,Mobile_Apps,Guess the Brand,1772,2021-05-23,23495
183996,378.41038803513277,Health & Personal Care,"Lenzies Lens Cleaner Wipes: Pre-Moisten and Disposable. Best for Glasses, Camera, iPad. 100ct. (100)",3011,2021-05-23,14648
183997,529.5419331362216,Major Appliances,SquareTrade 4-Year Large Appliance Protection Plan ($300 - 350),2709,2021-05-23,47634
183998,491.75226046527786,Music,"Black Radio, Volume 2 [Deluxe Edition]",1253,2021-05-23,8502
183999,939.5293975904423,Musical Instruments,Wireless Portable Bluetooth,1480,2021-05-23,28143
184000,87.300831461869,Apparel,Cocoship Solid Black Elegant Vintage High Waisted Bikini Swimsuits Swimwear(FBA),2279,2021-05-23,44635
184001,967.5377877611215,Digital_Video_Games,IGT Slots Cleopatra II AMR,3240,2021-05-23,16629
184002,48.24458957437089,Apparel,VILAVI Women's Sheath Sweetheart Short Stretch Satin Crystal Prom Dresses,3326,2021-05-23,32077
184003,525.1979870576417,Digital_Music_Purchase,Run The World (Girls),1832,2021-05-23,37815
184004,634.3741671947579,Music,Blue Man,2930,2021-05-23,31005
184005,840.1622324437496,Automotive,"2010 2011 Kia Soul Front Mask, (base, ! & +) w/out body kit",2885,2021-05-23,13126
184006,354.87484099845597,Mobile_Apps,"Tunable: Tuner, Metronome, and Recorder",2886,2021-05-23,1345
184007,344.05766911186754,Baby,NTM-910YLW - Sony Baby Call Nursery Monitor (Discontinued by Manufacturer),1306,2021-05-23,40091
184008,980.9130666967053,Digital_Video_Download,The Unit Season 2,3149,2021-05-23,31227
184009,11.48262771880914,Office Products,HAVIT HV-MP808 Computer Gaming Mouse Pad 22.4cm*27.5cm,3249,2021-05-23,2767
184010,883.4909739179581,Health & Personal Care,"TONYMOLY Pandas Dream So Cool Eye Stick, 1.4 Ounce",1181,2021-05-23,26631
