sale_id,sales_amount,product_category,product_name,date,customer_id
322679,522.7242964874591,Musical Instruments,Dunlop John Petrucci Signature Jazz III Guitar Picks - 6 Pack,2023-11-29,24988
322680,583.0979686777389,Digital_Ebook_Purchase,Her Place In Time (Escape Through Time Book 2),2023-11-29,10533
322681,377.2504775576133,Mobile_Apps,NFL Fantasy Football - Official NFL.com Fantasy Football app,2023-11-29,40341
322682,420.443184576435,Automotive,Db Electrical IBS3005 Ignition Coil for Briggs & Stratton / John Deere 492341 495859,2023-11-29,43908
322683,756.7964592188422,Automotive,EBC Brakes UPR7087 UPR Series/D series Premium OE Replacement Rotor,2023-11-29,21206
322684,293.57750191998,Music,Born For You,2023-11-29,13813
322685,381.5029465846078,Books,The Going-To-Bed Book,2023-11-29,24826
322686,251.1000073833384,Apparel,Zehui Women's Chiffon Vogue Boho Evening Long Casual Dress with Belt,2023-11-29,24074
322687,854.473703722294,Electronics,Acoustic Audio TL3 Center Channel Speaker (Black),2023-11-29,5982
322688,767.5166471628213,Major Appliances,GE PFE29PSDSS Profile 28.6 Cu. Ft. Stainless Steel French Door Refrigerator - Energy Star,2023-11-29,48497
322689,585.3369707865382,Digital_Video_Download,The Man In the High Castle - Season 1,2023-11-29,119
322690,429.6275657181798,Furniture,Rhinestone Bouquet Picks,2023-11-29,21259
322691,961.5209381816313,Digital_Ebook_Purchase,The Only Thing Worth Dying For: How Eleven Green Berets Fought for a New Afghanistan (P.S.),2023-11-29,11702
322692,234.07161138050256,Digital_Music_Purchase,Tenderly (Single Version),2023-11-29,2803
322693,39.961341895076146,Beauty,Wahl Professional Icon Ultra Powerful Full Size Clipper - Model # 8490-900 - Black/silver Clipper For Men,2023-11-29,1821
322694,294.439718210697,Digital_Ebook_Purchase,"Cruising Attitude: Tales of Crashpads, Crew Drama, and Crazy Passengers at 35,000 Feet",2023-11-29,23683
322695,260.1731247600081,PC,Fintie Samsung Galaxy Tab 4 7.0 Folio Case - Slim Fit Premium Vegan Leather Cover,2023-11-29,35701
322696,552.8075472930675,Musical Instruments,Fender American Vintage Tele Bridge Pickup,2023-11-29,9307
322697,80.75749706373676,Digital_Ebook_Purchase,The Kommandant's Mistress,2023-11-29,9786
322698,693.8952710817719,Major Appliances,Koldfront 18 Bottle Free Standing Dual Zone Wine Cooler,2023-11-29,14886
322699,899.5047179231277,Books,Blood and Vengeance: One Family's Story of the War in Bosnia,2023-11-29,19655
322700,21.0322066885689,Digital_Video_Games,The Settlers 7: Paths to a Kingdom,2023-11-29,22539
322701,84.04693310509344,Electronics,Tmvel TMV-G-2IN1,2023-11-29,39098
322702,360.2386716724294,Baby,"The First Years True Choice A100 Digital Monitor, One Parent Unit",2023-11-29,2124
322703,616.1914250254227,Camera,Zeikos ZE-LPF Professional LCD / Lens Cleaner - Black,2023-11-29,31799
322704,87.5209547745138,Music,Easy the Hard Way,2023-11-29,4581
322705,925.441414211398,Mobile_Apps,Daily Bible Devotion,2023-11-29,21439
322706,954.7198442709832,Health & Personal Care,"Fifty Shades Of Grey Fifty Shades Of Grey Silky Caress Lubricant, 3.4 Fluid Ounce",2023-11-29,4916
322707,81.86547518108218,Baby,Safety 1st Soothing Mist Ultrasonic Humidifier,2023-11-29,30823
322708,867.560327438505,Music,Book of Shadows,2023-11-29,1306
322709,475.93798809660467,Digital_Software,PhotoStory on DVD MX Deluxe [Download],2023-11-29,34757
322710,629.6374947208492,Beauty,Lot of 3 x 1 oz Estee Lauder Perfectly Clean Splash Away Foaming Cleanser,2023-11-29,31873
322711,405.60195225534505,Digital_Music_Purchase,The Neglected Gambit,2023-11-29,7357
322712,295.5014180395728,Camera,"Quality Sage Green Camcorder Canon VIXIA HF M30 Bag Case for Canon VIXIA HF M30 Dual Flash Memory Camcorder - 2010 MODEL + Vangoddy Live * Laugh * Love Wrist Band!!! ( Camcorder bag only , Canon Not included )",2023-11-29,40358
