sale_id,sales_amount,product_category,product_name,date,customer_id
112551,936.7935732844358,Automotive,Single Trees Vanillaroma,2020-01-27,1685
112552,56.02983399461746,Beauty,"Prestige Cosmetics Brow Perfection Ideal Match Marbleized Brow Pencil, 0.042 Ounce",2020-01-27,35499
112553,768.7825998483522,Books,The New Testament (The William Barclay Library),2020-01-27,20542
112554,578.0165984411468,Apparel,Women's 6-Pack Bikini Panties - Rhinestone Butterfly (Junior Size),2020-01-27,36054
112555,347.1408315147449,Digital_Video_Download,Scenes From A Gay Marriage,2020-01-27,18667
112556,532.5670037884992,Digital_Video_Download,Life Cycles [Ultra HD],2020-01-27,21859
112557,330.978689028065,Musical Instruments,PYLE PSTND35 Speaker Stand,2020-01-27,39269
112558,33.814589140008245,Digital_Video_Games,Feeding Frenzy 2 [Online Game Code],2020-01-27,8853
112559,890.602607185095,Office Products,HP 122 Color Ink Cartridges,2020-01-27,31764
112560,93.14596553549588,Outdoors,"SimplySleeper SS-47T Ultra Tough Twin Air Bed with Built-in Fully Automatic Electric Pump, Beige",2020-01-27,36801
112561,33.44818220858109,PC,StarTech.com 1000-Feet Bulk Roll CMR Cat5e Solid UTP Cable,2020-01-27,46460
112562,555.7353075021133,Grocery,Armour Vienna Sausages,2020-01-27,20792
112563,755.9336816861871,Books,The Movable Mother Goose,2020-01-27,40334
112564,177.73692199664382,Digital_Video_Games,The Attic - Hidden Object Game [Download],2020-01-27,9182
112565,378.5898604914285,Digital_Music_Purchase,Tonight (I'm Fuckin' You) [feat. Ludacris & DJ Frank E] [Explicit],2020-01-27,43909
112566,683.2902531152778,Office Products,Good Smile Moekanji Japanese Kanji Learning Cards,2020-01-27,40578
112567,10.576496386054426,PC,F8E081GRY - Belkin Standard Mouse Pad 7.87 x 9.84 x 0.12 - Gray,2020-01-27,26235
112568,122.8842361132201,Digital_Video_Download,Kentucky Fried Movie,2020-01-27,12376
112569,838.5802339612554,Music,Guerilla Radio,2020-01-27,30750
112570,845.3288579391514,Baby,Tuffo Water-Resistant Outdoor Blanket with Carrying Case,2020-01-27,10416
112571,997.701495754034,Beauty,Got 2B Kinkier Curling Mousse 8 Ounce (235ml) (3 Pack),2020-01-27,13154
112572,928.2120100904508,Camera,"Kodak KLIC-5000 Lithium-Ion Rechargeable Digital Camera Battery for LS743, LS753, LS420, LS443, and LS633",2020-01-27,46050
112573,765.8474124865248,Mobile_Apps,4shared Music,2020-01-27,9229
112574,57.96141442643657,Grocery,"Gatorade G Series Thirst Quencher, 9.8 Ounce",2020-01-27,42036
112575,349.9988146334057,Electronics,"3 prong wall power cord for Sony PS3 Playstation 3 Thick 1st gen.,Westinhouse Samsung LG Vizio LCD TV Plasma TV,Dell HP Compaq Desktop PC Computer Monitor,Standard Power Supply Cord -5 Feet",2020-01-27,20724
112576,699.3817342583659,Camera,HDE Black Hard Case for Nikon Coolpix Digital Cameras,2020-01-27,26690
112577,818.0307908079681,Apparel,Duofold Men's Mid-Weight Wicking Thermal Pant,2020-01-27,36271
112578,707.429334275472,Beauty,Unique Gift - Olina 100% Handmade Premium Quality Natural Wood Comb Pocket Comb with Natural Wood Aromatic Smell,2020-01-27,32247
112579,840.3015103619953,Camera,NEEWER 58mm 3 Piece Filter Kit (UV-CPL-FLD) for Canon Rebel XSi XT T1i 18-55mm & More!,2020-01-27,12197
112580,873.783407823451,Music,Here's To Life: Shirley Horn with Strings,2020-01-27,45727
112581,488.3110702521186,Grocery,Mild Palacios Chorizo 7.9oz,2020-01-27,33428
112582,213.3799199471367,Furniture,"Cortesi Home Alena Linen Fabric Low Back Dining Chair, Black, Set of 2",2020-01-27,44778
112583,632.828129840431,Baby,"Thermos Foogo Phases Leak Proof Tritan Straw Bottle, 11 Ounce",2020-01-27,28827
112584,237.00214129164965,Books,Upon This Rock: St. Peter and the Primacy of Rome in Scripture and the Early Church (Modern Apologetics Library),2020-01-27,23454
112585,670.5859186866154,Outdoors,Elite VIP Universal Cage Mount 22-50mm,2020-01-27,1572
112586,92.44709226133841,Major Appliances,279311 Igniter for Whirlpool Dryer,2020-01-27,18005
112587,405.46016978071634,Gift Card,Amazon eGift Card - New Baby Boy (Balloons),2020-01-27,21601
112588,673.9598195559091,Camera,"Fujifilm FinePix XP10 Digital Camera Accessory Kit includes: SDNP45 Battery, SDM-141 Charger, KSD2GB Memory Card, ZELCKSG Care & Cleaning",2020-01-27,25199
112589,15.054205186703093,Outdoors,Hiker & Fishing Survival Kit,2020-01-27,43095
112590,273.6323163006389,Apparel,DressForLess Men's Layered Hooded Leather Jacket,2020-01-27,29494
112591,526.0886708157202,Health & Personal Care,Comfort Products Motor Massage Seat Cushion with Heat,2020-01-27,25520
112592,772.2512782796318,Major Appliances,New Replacement Part - Washing Machine Agitator Cam Kit - Part # 3363663,2020-01-27,46596
112593,310.0320836400582,Baby,"Stork Craft Hoop Glider and Ottoman, White/Pink Gingham (Discontinued by Manufacturer)",2020-01-27,9675
112594,811.550931723179,Digital_Software,Hand Weight Circuits [Download],2020-01-27,41045
112595,336.3384148969954,Books,Christianity in Crisis,2020-01-27,28966
112596,426.08483364773997,Digital_Ebook_Purchase,Thirsty,2020-01-27,15878
