sale_id,sales_amount,product_category,product_name,date,customer_id
111903,742.6925186520222,Furniture,Universal Rugs Traditional Oriental 5 ft. x 7 ft. Area Rug,2020-01-23,45149
111904,897.4292852852456,Major Appliances,WR57X10032 - Hotpoint Refrigerator Water Valve Replacement,2020-01-23,32581
111905,366.2672252633428,Mobile_Electronics,iMeshbean® Mini Mushroom Bluetooth 3.0 Speaker Wireless Hands Free Waterproof Silicone Suction Black Color USA Seller (Black),2020-01-23,37971
111906,286.8706487166493,Mobile_Electronics,"AGPtek® 70*16cm Car Sound Music Activated Sensor Stickers Equalizer Glow Blue LED Light (Space Saving, Low Power Consumption)",2020-01-23,27718
111907,682.0042700132361,Musical Instruments,Pioneer Replacement Channel Fader 2 for DJM700 DWX2682,2020-01-23,18559
111908,975.61828140897,Outdoors,HYPER 80mm 80a X360 Inline Skate Wheels Outdoor W/ Bear,2020-01-23,40107
111909,237.29191729050768,Digital_Music_Purchase,Second Hand Heart,2020-01-23,39044
111910,504.19609410714935,Apparel,DKNYC Women's Long Sleeve Colorblock Forward Seamed,2020-01-23,34572
111911,819.1852528382769,Digital_Software,Snagit 11,2020-01-23,18979
111912,56.53580288657391,Digital_Video_Download,Veronica Mars Season 3,2020-01-23,7975
111913,403.0242614994871,Major Appliances,Pug Dishwasher Magnet (Fawn),2020-01-23,36298
111914,262.74964410648477,Major Appliances,Whirlpool Dishwasher Rack Repair Kit Grey 4396840RC & 4396840,2020-01-23,15197
111915,291.51941749363806,Apparel,JAG Jeans Women's Openroad Jacket,2020-01-23,45762
111916,161.8061567521185,Automotive,Ergo Seatbelt Shoulder Pad-Grey,2020-01-23,19336
111917,804.6799450045445,Electronics,Sony MDRZX100 Headphones,2020-01-23,23015
111918,201.37004666079636,Books,Trust on Trial: How the Microsoft Case is Reframing the Rules of Competition,2020-01-23,2608
111919,589.0042701450607,Digital_Ebook_Purchase,Pati's Mexican Table: The Secrets of Real Mexican Home Cooking,2020-01-23,12712
111920,660.0179818079787,Mobile_Electronics,Sony RDP-X500IP - speaker system with Apple dock (RDPX500IP) -,2020-01-23,42544
111921,783.7057358029653,Music,Gilbert & Sullivan: The Mikado,2020-01-23,48717
111922,165.25243640199585,Musical Instruments,Crescent 4/4 Full Size Student Violin Starter Kit,2020-01-23,47125
111923,352.94763221446954,Office Products,"Rapesco Supaclip 40 Dispenser with 25 Stainless Steel Clips, 40-Sheet Capacity, Clear (RC4025SS)",2020-01-23,45536
111924,976.6511804359573,Health & Personal Care,"Right Guard Total Defense 5 Clear Stick Antiperspirant/Deodorant, Fresh Blast - 2 oz - 2 pk",2020-01-23,20548
111925,50.76216438258391,Major Appliances,"Whynter BR-128WS Beverage Refrigerator with Lock, 120 Can Capacity, Stainless Steel",2020-01-23,30035
111926,432.02224404257146,Digital_Ebook_Purchase,Walter and the Bug Village,2020-01-23,34599
111927,204.93238380904296,Mobile_Apps,"Online Deals - Hot daily Deals on clothes, gadgets, electronics etc",2020-01-23,13312
111928,59.17489526062546,Health & Personal Care,Skin-Prep™ Protective Dressing,2020-01-23,30742
111929,220.3759851898543,Grocery,Mr. Yoshida's Original Gourmet Sweet and Savory Marinade and Cooking Sauce 86 Fluid Ounces (VALUE SIZE),2020-01-23,15363
111930,35.67460271343677,Gift Card,Amazon eGift Card - Happier Than a Pig in Mud (Animated) [Hallmark],2020-01-23,18573
111931,15.152441104318811,Apparel,Bioworld Men's Batman Bat Signal T-Shirt,2020-01-23,15199
111932,862.6405095671655,Electronics,Boston Acoustics TVee One TV Speaker Base with Bluetooth (Discontinued by Manufacturer),2020-01-23,34699
111933,678.1095982571328,Outdoors,Coleman Trophy Elk Pet Toy,2020-01-23,28363
111934,591.5340913995852,Electronics,JBL Flip 2 Portable Bluetooth Speaker,2020-01-23,46319
111935,621.6821305012105,Electronics,"Seneca AV ST31 Low Profile Fixed TV Mount for 32""-60"" Flat Screen Displays - 12 Degree Tilt - VESA Compliant - Built-in Bubble Level Included",2020-01-23,31160
111936,21.44811731026752,Camera,i-Charge Universal Battery Charger,2020-01-23,10626
111937,236.03593937167264,Digital_Software,Movavi Screen Capture 3 Personal Edition [Download],2020-01-23,34630
111938,341.97996818111835,Digital_Software,Mavis Beacon Teaches Typing Deluxe - 25th Anniversary Edition SB,2020-01-23,17738
111939,465.4134272849578,Electronics,Accessory USA New AC Adapter For Solar Booster Pac ESA22 ES2500 SOLESA-22 Jump Starter Charger,2020-01-23,35290
111940,895.9370964691088,Beauty,"InstaNatural Night Cream - Anti Aging Face Lotion for Men & Women - Age & Deep Wrinkle Recovery Moisturizer for Healthy Skin - Rapid Repair Formula - Works on Eye Bags, Fine Lines & Puffiness - 3.4 OZ",2020-01-23,8839
111941,342.6785510487188,Digital_Software,"AVG Anti-Virus 2013, 1-User 2-Year [Download]",2020-01-23,49753
111942,712.0287228966746,Health & Personal Care,"luvs diapers size 5, 140 count",2020-01-23,49601
111943,278.2075851431531,Books,"Flash 5.0: Graphics, Animation & Interactivity",2020-01-23,11751
111944,53.1918373026424,Musical Instruments,Stage Mate SAF-EA Banjo Stand,2020-01-23,21546
111945,927.0768960524101,Apparel,Quiksilver Men's Street Trunk Walk Shorts,2020-01-23,47378
111946,705.6175937336413,PC,iREPLACE 60w Charger with FREE Power Adapter Extension Cord - Replacement Charger for 13 inch Macbook Pro - Super Strong Power Cord With Magnetic L-Tip Adapter - Built To The Highest Quality Standards - 100% Safe and Reliable - Highest Performance - Won’t Overheat Your Macbook - Thoroughly Tested For Quality And Durability - ONE YEAR REPLACEMENT COVER - 100% Satisfaction Or Your! - FREE BONUS: D,2020-01-23,21470
111947,404.9867442867905,Mobile_Electronics,100% Waterproof Apple Ipod Shuffle with Waterproof Headphones - Superior Swimming Mp3 Player (Newest Generation) (SPACE GRAY),2020-01-23,36021
111948,310.5036696538729,Digital_Music_Purchase,1984,2020-01-23,28654
111949,937.08199532592,Musical Instruments,The Singing Machine Disco Light Karaoke System,2020-01-23,16408
111950,550.6310241066228,Beauty,Shiseido Fitit Perfect Whip Cleansing Foam 4.2oz./120ml,2020-01-23,15041
111951,746.2290591420075,Apparel,Chiffon Korean Floral Print Butterfly Sleeve Short Casual Cocktail Dress,2020-01-23,20551
111952,691.6459486190762,Furniture,"Faux Marble Lift Top Coffee Table, Espresso",2020-01-23,3035
111953,113.66822652175345,Apparel,I Make Adorable Babies Men’s T-Shirt and Adorable Baby Infant Tee Set,2020-01-23,45634
111954,425.3462339120687,PC,"Tab 4 7.0 Case, AiSMei Case For Samsung Galaxy Tab 4 7.0 SM-T230,SM-T231, SM-T230NU Tablet PC,7-Inch PU Leather Case [ Bonus Stylus + Bonus Film ]",2020-01-23,49109
111955,750.9375715190203,Grocery,Pixy Sticks -Bulk-5lb,2020-01-23,21958
111956,442.5846544468553,Automotive,Wagan Automotive Socket Extender,2020-01-23,31802
111957,683.8840021922294,Digital_Video_Games,Flat Out [Download],2020-01-23,47632
111958,677.6639519676821,Books,Beholder's Eye (Web Shifters),2020-01-23,25693
111959,999.4821775619489,Musical Instruments,Walker & Williams G-46 Black On Black Padded Guitar Strap with Glove Leather Back,2020-01-23,17353
111960,542.1478614027872,Beauty,Amosan Replacement - LifeBrand Oral Wound Cleanser Powder - 20 Envelopes Each,2020-01-23,40475
111961,480.59824579464515,Baby,Zooley Natural Teething Toy,2020-01-23,36515
111962,814.4863093427621,Baby,BenBat Head and Neck Support,2020-01-23,27577
111963,591.6143861594805,Major Appliances,Whynter 20 Bottle Thermoelectric Wine Cooler with Black Tinted Mirror Glass Door,2020-01-23,36010
111964,214.37620415341948,Books,The Sky Is Falling: A Novel,2020-01-23,27334
111965,781.0114345158541,Mobile_Electronics,Eminence American Standard Alpha Replacement Speaker,2020-01-23,27822
111966,822.8424613089157,Beauty,"Domire Nail Art beauty accessory for women nails, fun and easy to apply with top coat or nail glue",2020-01-23,2248
111967,637.2173729414626,Mobile_Apps,Contraction Timer Lite,2020-01-23,6574
111968,954.0571383030432,Digital_Music_Purchase,That Fire,2020-01-23,28446
111969,301.08041721615115,Apparel,World Cup Country Souvenir Cap - Colombia,2020-01-23,6765
111970,22.72942646727647,Digital_Ebook_Purchase,Mars Station Alpha,2020-01-23,16038
111971,905.5314266469228,Musical Instruments,Violinsmart 3/4 size violin bow,2020-01-23,9096
111972,922.6405236779049,Outdoors,Third Eye Round Helmet Mirror,2020-01-23,38634
111973,336.674015398148,Baby,"Aquatopia Deluxe Safety Bath Thermometer Alarm, Green",2020-01-23,1846
111974,820.8992846928722,Apparel,TractionSocks Non-Slip Organic Cotton Socks,2020-01-23,39054
111975,839.1357038741024,Mobile_Electronics,"Excelvan F9 In Car Wireless Wheel Remote Control FM Transmitter USB Car Charger, with Bluetooth Hands-free function, Car Charge, USB disc, TF Card, TF Card reader for iPhone/Samsung/Nokia/Motorola and more",2020-01-23,11889
111976,576.9167323971744,Digital_Software,Evidentia v. 1,2020-01-23,23310
111977,953.4171534477346,Digital_Video_Download,The Terminal,2020-01-23,13402
111978,608.6902926035817,Digital_Video_Games,Sacra Terra: Kiss of Death [Download],2020-01-23,11585
111979,535.4629687808282,Electronics,JAM Classic Bluetooth Wireless Speaker (Black) HX-P230BK,2020-01-23,9208
111980,235.31892344514648,Books,Diamond Head (John Caine Mysteries),2020-01-23,4197
111981,495.17853123741156,Music,OK Computer,2020-01-23,8844
111982,792.2232693905015,Furniture,Crown Mark Barlow Bicast Headboard,2020-01-23,43994
111983,636.7623901856514,Digital_Music_Purchase,Victorious: Music From The Hit TV Show,2020-01-23,45299
111984,420.0931358833432,Camera,Nikon D5000 12.3MP DX Digital SLR Camera with 18-55mm f/3.5-5.6G VR Lens and 2.7-Inch Vari-angle LCD,2020-01-23,11995
111985,938.4759302957136,Music,Burn Your Cardigan,2020-01-23,21014
111986,581.0365299005579,Apparel,Peter Grimm Women's Wahine,2020-01-23,36490
111987,451.95374476780916,Books,Snow in the Kingdom: My Storm Years on Everest,2020-01-23,533
111988,910.0361659203778,Major Appliances,Whirlpool : Cabrio Series 28 inch Top Load Washer : White,2020-01-23,6025
111989,398.7725518374346,Beauty,Philips Sonicare Essence Rechargeable Electric Toothbrush,2020-01-23,34413
111990,133.2222297688267,Beauty,Natural Black Seed and Carrot Rosemary Hair Growth Oil Formula 5oz. By SweetSunnah,2020-01-23,4461
111991,307.6904686808861,Electronics,EnjoyGadgets EGVGARCA Generic PC to TV/VGA to RCA Converter,2020-01-23,26855
111992,965.5798298244707,Electronics,"PLEXDISC 645-213 50 GB 6x Blu-ray Double Layer White Inkjet Recordable Disc BD-R DL, 25-Disc Spindle",2020-01-23,31430
111993,719.6016457803327,Mobile_Electronics,KIA to Ipod Iphone A/v Charge Adapter for 2009-2012 Soul Optima Rio Sportage Sorento Sedona,2020-01-23,10078
111994,634.1150930656796,Furniture,FlashFurniture Vibrant Drafting Stool with Tractor Seat,2020-01-23,46020
111995,504.77126375573,Mobile_Apps,Card Wars - Adventure Time Card Game,2020-01-23,43356
111996,818.9609527996208,Electronics,Cable Matters 2-Pack Gold Plated Toslink Digital Optical Audio Cable with Metal Connectors and Braided Jacket,2020-01-23,33898
111997,351.031950327639,Automotive,Gabriel 142237 Suspension Mounts  - 1 Pack,2020-01-23,25347
111998,985.1350556959434,Apparel,Champion Men's Pullover Eco Fleece Hoodie,2020-01-23,19289
111999,276.05910619003276,PC,[UL Listed] Pwr+ 65W 45W Asus K50IJ K52F K53U K55 K55N A52F A53S A54C U46E U47A U50A U50F U52F U57A U81A Ul30A S46CA S56CA X44H X53U X54C X55A X55C X75A; R503U R510C R510CA R510L R554L R554LA X550ZA X552LAV X555DA X555L X555LA; Asus-VivoBook Q400A X551C X551M X551MA Transformer TP500L TP500LA 19V 3.42A ADP-45BW ADP-65JH BB EXA0703YH PA-1700-02 PA-1650-78 ADP-65GD B PA-1650-01 EXA1203YH 0A001-00040,2020-01-23,41000
112000,615.8219099783649,Furniture,Winsome Wood Saddle Seat Stool,2020-01-23,21579
112001,177.42090905926398,Apparel,Ever Pretty Stylish Strapless Ruched Rhinestones Print Hi-Lo Party Dress 08030,2020-01-23,7165
112002,337.62119101149574,Apparel,Dickie's Men's Short Sleeve Heavyweight Crew Neck,2020-01-23,19951
112003,265.4611275639545,PC,"Logitech Wireless Gaming Headset G930 with 7.1 Surround Sound, Wireless Headphones with Microphone",2020-01-23,40967
112004,814.991460578503,Outdoors,Shimano PD-M324 SPD Dual Platform Pedal,2020-01-23,48527
112005,835.8713293067835,Musical Instruments,"Godin Guitars 036943 Guitar Strap, Seagull Black Padded with Embossed Logo",2020-01-23,11363
112006,262.9929267924732,Gift Card,Amazon.com Gift Card for Any Amount in a Santa Tin (Ho! Ho! Ho! Card Design),2020-01-23,5057
112007,134.1847028998393,Digital_Video_Download,"The Musketeers, Season 2",2020-01-23,3554
112008,405.9398621538701,Electronics,Pyle Home Weather Proof 2-Way In-Ceiling / In-Wall Stereo Speakers,2020-01-23,5843
112009,509.18365007272547,Furniture,Gladiator - Movie Poster (Regular Style - Russel Crowe),2020-01-23,678
112010,158.9789237270973,Apparel,MyBatua Women's Simra Abaya with Cowl,2020-01-23,44411
112011,823.5579973524802,Health & Personal Care,"Premium Organic Turmeric (Curcumin) with Bioperine - Free Holistic Ebook - 120 Veggie Caps, 500mg, No Binders, No Fillers, No Additives. Great for Inflammation and Joint Pain - Safe for Vegans",2020-01-23,49220
112012,552.5873116116011,Digital_Music_Purchase,Study Music Sea Sounds - Sea Shore Beach Waves and Crickets at Night . Sounds of Nature for Concentration and Meditation. More Than One Hour of Continuous Music,2020-01-23,29545
112013,280.36977676151326,Health & Personal Care,BEST Jade Gua Sha Scraping Massage Tool + Hand Made Jade Guasha Board - GREAT Tools for SPA Acupuncture Therapy Trigger Point Treatment on Face [Triangle Shape],2020-01-23,21693
112014,82.26498716742198,Office Products,"SPEED Compatible Ink Cartridge Replacement for Epson T126 (4xBlack, 2xCyan, 2xMagenta, 2xYellow, 10-Pack)",2020-01-23,45892
112015,253.39462041926734,Digital_Video_Games,Cities in Motion St Petersburg [Download],2020-01-23,9998
112016,436.650793675463,Grocery,Lee Kum Kee Panda Brand Oyster Sauce (18 oz.),2020-01-23,18546
112017,110.74382926440936,Books,The Sword and the Shield: The Mitrokhin Archive and the Secret History of the KGB,2020-01-23,31971
112018,491.4396770955229,Digital_Music_Purchase,On The Backs Of Angels,2020-01-23,1745
112019,177.3397908661159,Apparel,Dickies Men's Big 13 Inch Loose Fit Twill Cargo Short,2020-01-23,17761
112020,368.5119801910565,Baby,SUPER YUMMY Teether by Discovery Toys,2020-01-23,16980
112021,978.3458494996827,Digital_Video_Download,Eden Log,2020-01-23,30626
112022,808.1012939719191,Books,Environmental Conflict in Alaska,2020-01-23,6734
112023,863.2847193937681,Automotive,Coverking Custom Fit Floor Mats for Cadillac - 40 Ounce Premium High Density Nylon Carpet,2020-01-23,28131
112024,83.31341398651473,Major Appliances,"Electrolux 27"" BLACK Built In Microwave with STAINLESS STEEL Trim Kit EI24MO45IB EI27MO45TS",2020-01-23,19440
112025,728.3239360883773,Health & Personal Care,"Stainless Steel Ben Wa Balls, Kegel Exercise Balls",2020-01-23,11655
112026,873.4541179232903,Books,Araki: Tokyo Lucky Hole,2020-01-23,23137
112027,553.3344423330309,Mobile_Apps,Haunted House Escape - Can You Escape In One Hour?,2020-01-23,9691
112028,105.28213435976163,Apparel,Fila Big Boys' Track Pant Classic,2020-01-23,4421
112029,860.1481049974183,Digital_Music_Purchase,Natalia's Song,2020-01-23,19480
112030,638.1120061017323,Furniture,Boss Conference Table,2020-01-23,29752
112031,783.9801761096587,Outdoors,Park Tool Heavy Duty Steel Tire Lever Set - TL-5,2020-01-23,25860
112032,977.5853340751275,PC,AmazonBasics USB 2.0 A-Male to A-Female Extension Cable - 9.8 Feet 3 Meters,2020-01-23,4005
112033,938.8663985622907,Camera,HDE ® Black Case for Nikon Coolpix Digital Cameras,2020-01-23,48099
112034,518.9736281892829,Digital_Video_Games,EverQuest II Destiny of Velious,2020-01-23,10926
112035,575.58261957635,Camera,Canon Battery Charger CG-800,2020-01-23,18858
112036,315.4911765759658,PC,InstallerParts CAT6 Flat Ethernet Cable,2020-01-23,39231
112037,388.0153325918655,Digital_Video_Games,Chloe's Dream Resort [Game Download],2020-01-23,17585
112038,254.58001375584584,Office Products,Texas Instruments TI-36X Pro Engineering/Scientific Calculator,2020-01-23,39580
112039,167.0706425349494,Health & Personal Care,"Wowlife Glass Dildo for Women, Crystal Masturbator",2020-01-23,5130
112040,106.12497318342578,Camera,HDE ® Black Case for Nikon Coolpix Digital Cameras,2020-01-23,24800
112041,496.71714692572544,Digital_Software,Adobe Illustrator CC,2020-01-23,18584
112042,481.46779857238187,Mobile_Apps,Diner Dash,2020-01-23,26114
112043,182.92203895294404,PC,"Lenovo Tab2 A8, 8-Inch 16 GB Tablet (Navy Blue)",2020-01-23,35651
112044,586.4309806997514,Musical Instruments,"Talent MonitorPad Monitor Isolation Pads, 1 Pair for 2 Speakers, Wedge Set",2020-01-23,6641
112045,842.0597152834479,Health & Personal Care,"Lysol Disinfectant Spray, Cherry Pomegranate, 12.5oz",2020-01-23,20022
112046,641.5396919761679,Outdoors,"Coleman Elite Quickbed With Built-In Pump and MP3 Jack, Queen",2020-01-23,18153
112047,355.0670563634186,Music,Don't Call Me Baby,2020-01-23,5941
112048,36.03776226330352,Mobile_Apps,WISN 12 Milwaukee News and Weather,2020-01-23,43237
112049,617.9700619892753,Health & Personal Care,Old English - Scratch Cover For Dark Wood 8 Ounce,2020-01-23,22216
112050,460.1513308100968,Grocery,"Tabasco Chipotle Pepper, 5 Ounce",2020-01-23,9931
112051,307.150805406928,Digital_Video_Download,Unbroken,2020-01-23,29231
112052,302.90360209102755,Apparel,My Favorite People Call Me Grandpa Papa Father's Day - Mens T-Shirt - Heather charcoal - X-Large,2020-01-23,25726
112053,981.1393826030591,Books,Working Alone: Words of Wisdom for the Self-Employed,2020-01-23,6092
112054,742.5826391619768,Major Appliances,Whirlpool Kenmore Silverware Basket 8562080 WHITE,2020-01-23,38095
112055,707.1232263115443,Digital_Video_Games,The Walking Dead: 400 Days (Mac) [Download],2020-01-23,2442
112056,812.2462840395862,Digital_Software,Poser 9,2020-01-23,46318
112057,830.3734707417136,Books,History in the Making: The Easiest Way to Preserve Your Family History,2020-01-23,10846
112058,247.97729105359994,Automotive,KC HiLiTES 517 2x6 55w Back Up/Flood Light System,2020-01-23,31528
112059,70.92519441382947,Digital_Music_Purchase,Super Man - Single,2020-01-23,48488
112060,101.32506161807673,Digital_Video_Games,Slingo Quest [Download],2020-01-23,9862
112061,721.9875583352728,Grocery,Tabasco Sriracha Thai Chili Sauce 20 Ounce,2020-01-23,30387
112062,535.2872028416598,Electronics,"RAYOVAC AA 36-Pack HIGH ENERGY Alkaline Batteries, 815-36PPK",2020-01-23,40404
112063,848.6287217618835,Beauty,Bobbi Brown Brow Pencil,2020-01-23,12206
112064,343.7408013179586,PC,Logitech Wireless Mouse Curve M325 910-002466,2020-01-23,34484
112065,657.5792290284932,Electronics,Sentey Carrying Case 1401,2020-01-23,28758
112066,237.55744101223073,Digital_Music_Purchase,Glory to Glory,2020-01-23,47847
112067,755.0792793718648,Books,Been Here and Gone: A Memoir of the Blues,2020-01-23,44749
112068,78.21931633759043,Beauty,"Aveda Stress Fix Body Lotion, 1.7 Ounce",2020-01-23,15401
112069,814.293067546204,Apparel,World of Warcraft Unisex Baby Future Horde One-Piece Creeper,2020-01-23,36165
112070,371.6696818460375,Apparel,carter's Little Girls' Toddler Geo Print Two Piece Tankini,2020-01-23,22048
112071,26.059757705635565,Mobile_Electronics,"Pioneer Class FD 4-Channel Bridgeable Amplifier w/1,200 Watts Max Power, Model GM-D8604",2020-01-23,30980
112072,291.56992230772374,Apparel,"Prada Women's Small Rectangle Nylon Handbag, Nero",2020-01-23,1470
112073,985.8767572795923,Mobile_Electronics,HP F310 WDR Car Dash-cam Camcorder (BLACK) Driving Recorder DVR GPS Logger/F1.9/130°,2020-01-23,49983
112074,471.83848470366104,Music,Liszt: The Two Piano Concertos; The Piano Sonata,2020-01-23,42520
112075,111.24878923781296,Mobile_Apps,Call Santa Voicemail,2020-01-23,23528
