sale_id,sales_amount,product_category,product_name,location_id,date,customer_id
139023,805.2240152240537,Office Products,A&D Products TN460-DR400 Variation,1237,2020-07-29,9568
139024,504.74867649462317,Beauty,"EltaMD UV Daily Broad-Spectrum SPF 40 TINTED, 1.7 Oz",2089,2020-07-29,20157
139025,11.248418560323293,Camera,Canon Bp-2L13 1200 Mah Battery Pack,3509,2020-07-29,38647
139026,698.8887598273783,PC,Poetic Slimline Case for Samsung Galaxy Tab 3 Lite 7.0,1571,2020-07-29,36438
139027,663.767016699755,PC,FixMeStick - Virus Removal Device - Unlimited Use on up to 3 PCs for 1 Year,2557,2020-07-29,7884
139028,587.6176141188845,Books,We Did It,1550,2020-07-29,46455
139029,556.55416065333,Apparel,"11"" Aqua Turquoise Blue Wool Blend French Artist Beret Cap",2368,2020-07-29,26696
139030,747.6371581355176,Mobile_Electronics,Fits 2002-2005 Mini Cooper S R50 R53 2 Buttons Keyless Ignition Remote Key Fob Case Shell Blank Housing Removable Uncut Blade,1453,2020-07-29,8823
139031,553.6535288805776,Apparel,Modern Kiwi Highlighter High Waist Nylon Leggings,3523,2020-07-29,36387
139032,134.42523332658067,Digital_Video_Games,Tropico 4: Collectors Bundle [Download],2690,2020-07-29,32692
139033,948.769622587271,Apparel,Fox Racing Kids Foe Tee (4-7),2385,2020-07-29,47644
139034,196.28110531236024,Digital_Video_Games,Total War: Shogun 2 - Fall of the Samurai [Download],3185,2020-07-29,6645
139035,97.70727674347485,Furniture,"Cozy Sack 3-Feet Bean Bag Chair, Medium",2960,2020-07-29,25656
139036,566.4712362327804,Beauty,Wet Brush Happy Hair Detangler Hair Brush,1126,2020-07-29,9685
139037,334.0301175972302,Major Appliances,"GE Profile : PFSS6PKXSS 36 25.5 cu. ft. French Door Refrigerator, Ice/Water - Stainless Steel",2642,2020-07-29,17705
139038,852.8738420104879,Digital_Ebook_Purchase,The Ian Fleming Files: Operation Armada (A World War 2 Thriller),2784,2020-07-29,26532
139039,353.2601019063094,Beauty,Luos Jade Roller Stainless Steel Massager -Rejuvenates Face and Neck Skin,1877,2020-07-29,48352
139040,291.2292415790049,Digital_Video_Download,Runaway Jury,1578,2020-07-29,16912
139041,83.92525634407639,Beauty,Nivea Body Crème Jar,3173,2020-07-29,32311
139042,365.1836617419121,Automotive,Peak PKC0RB 3.5-Inch Wireless Back-Up Camera,1456,2020-07-29,12477
139043,856.7310059070204,Grocery,"Torani Caramel Sauce, 16.5 oz Squeeze Bottle, New Packaging",1112,2020-07-29,20640
139044,310.1175499093076,Digital_Video_Download,Steel Magnolias,2693,2020-07-29,41072
139045,211.61752597468316,Office Products,"Shop At 247 Compatible Ink Cartridge Replacement for Brother LC75 XL (Black, 1-Pack)",1246,2020-07-29,15889
139046,65.08941715900572,Major Appliances,Samsung RF263BEAESR 25.6 Cu. Ft. Stainless Steel French Door Refrigerator - Energy Star,1193,2020-07-29,17394
139047,359.71434535151946,Baby,TL Care 100% Organic Cotton Nursing Pads,3585,2020-07-29,49137
139048,179.89967656838775,PC,Bose Companion 2 Series III Multimedia Speakers - for PC (with 3.5mm AUX & PC input),2324,2020-07-29,41734
139049,142.04046834576332,Beauty,Ferre By Gianfranco Ferre For Women. Eau De Toilette Spray 1.7 oz,1411,2020-07-29,38871
139050,501.78344087189964,PC,Sennheiser  PC 151 Binaural Headset with Noise-Canceling Microphone & Volume Control,1545,2020-07-29,31620
139051,963.442198750041,Digital_Video_Games,Kingdoms of Amalur: Reckoning [Online Game Code],2760,2020-07-29,32846
139052,697.5866752796098,Books,Upon This Rock: St. Peter and the Primacy of Rome in Scripture and the Early Church (Modern Apologetics Library),1332,2020-07-29,5101
139053,569.1578570812338,Health & Personal Care,6 Replacement Pads for Lotion Applicator,2065,2020-07-29,42933
139054,873.5182286479161,PC,"StarTech 6 Ft. Shielded Internal to external eSATA to SATA Cable, M/M (SATA2ESATA6)",2248,2020-07-29,25823
139055,588.5620745311838,Apparel,Vanity Fair Women's Lollipop Plus Size Cuff Leg Brief Panties 3 Pack 15867,2055,2020-07-29,2152
139056,652.3013679311792,Automotive,Valterra A10-2900VP FridgeCool Solar Exhaust Fan,1761,2020-07-29,36828
139057,789.6757230116768,Digital_Video_Download,Amazing Grace,1337,2020-07-29,42585
139058,441.0107840079847,Office Products,Paper Mate Clearpoint Elite,1417,2020-07-29,25321
139059,965.3119218058882,Digital_Ebook_Purchase,How Animals Grieve,1654,2020-07-29,10304
139060,977.1017138970417,Camera,Sigma 70-300mm f/4-5.6 DG Macro Telephoto Zoom Lens,1006,2020-07-29,33604
139061,916.7023402003706,Health & Personal Care,Wowlife SUPER LONG STRONG sex stimulator Blue Glass Dotted Dildo Dilddo Anal Plug for Women Crystal Masturbator for Moman Glass Pleasure Wand Double Head Design for G-spot Stimulation,1005,2020-07-29,23033
139062,834.2738822273827,Apparel,Walleva Replacement Lenses for Oakley Dart Sunglasses - Multiple Options Available,1526,2020-07-29,12972
139063,450.31542054691175,Digital_Video_Download,The Maze Runner,2489,2020-07-29,36600
